,x,y,z,num_of_neighbor_lesions,avg_of_num_of_neighbor_lesions,diff_of_num_of_neighbor_lesions_and_avg_of_num_of_neighbor_lesions,voxel_intensity,average_intensity_of_neighbor_voxels,diff_of_vox_int_and_avg_int_of_nei_vox
46,85,154,21,6,10.6666666667,-4.66666666667,482.0,537.166666667,-55.1666666667
47,86,115,18,5,6.0,-1.0,630.0,598.6,31.4
48,86,116,18,7,6.57142857143,0.428571428571,615.0,587.142857143,27.8571428571
49,86,117,18,8,6.75,1.25,543.0,582.375,-39.375
50,86,118,18,7,7.0,0.0,567.0,590.142857143,-23.1428571429
51,86,119,18,6,6.5,-0.5,613.0,607.0,6.0
52,86,120,18,4,6.75,-2.75,593.0,627.75,-34.75
53,86,151,21,5,5.0,0.0,562.0,514.4,47.6
54,86,152,21,8,6.75,1.25,612.0,563.0,49.0
55,86,153,21,11,8.81818181818,2.18181818182,646.0,568.454545455,77.5454545455
56,86,154,21,12,10.9166666667,1.08333333333,607.0,582.916666667,24.0833333333
57,86,154,22,12,10.9166666667,1.08333333333,455.0,595.583333333,-140.583333333
58,86,155,21,12,11.9166666667,0.0833333333333,548.0,570.916666667,-22.9166666667
59,86,155,22,11,12.2727272727,-1.27272727273,436.0,585.0,-149.0
60,86,156,21,10,12.4,-2.4,478.0,575.0,-97.0
61,87,114,18,4,4.5,-0.5,588.0,596.75,-8.75
62,87,115,18,6,5.0,1.0,623.0,583.666666667,39.3333333333
63,87,116,18,7,5.71428571429,1.28571428571,535.0,574.571428571,-39.5714285714
64,87,117,18,6,6.33333333333,-0.333333333333,531.0,557.833333333,-26.8333333333
65,87,118,18,5,6.2,-1.2,531.0,562.0,-31.0
66,87,139,20,1,2.0,-1.0,582.0,616.0,-34.0
67,87,140,20,2,3.5,-1.5,616.0,582.0,34.0
68,87,150,22,3,4.33333333333,-1.33333333333,441.0,557.0,-116.0
69,87,151,22,4,5.5,-1.5,497.0,540.5,-43.5
70,87,152,22,6,7.66666666667,-1.66666666667,547.0,593.833333333,-46.8333333333
71,87,153,21,9,10.5555555556,-1.55555555556,674.0,611.888888889,62.1111111111
72,87,153,22,9,10.5555555556,-1.55555555556,572.0,623.222222222,-51.2222222222
73,87,154,21,12,12.0833333333,-0.0833333333333,658.0,615.583333333,42.4166666667
74,87,154,22,13,11.7692307692,1.23076923077,640.0,603.769230769,36.2307692308
75,87,155,21,15,12.6,2.4,689.0,590.733333333,98.2666666667
76,87,155,22,15,12.6,2.4,664.0,586.8,77.2
77,87,156,20,9,13.4444444444,-4.44444444444,528.0,604.333333333,-76.3333333333
78,87,156,21,15,12.7333333333,2.26666666667,651.0,574.866666667,76.1333333333
79,87,156,22,13,13.0,0.0,563.0,571.384615385,-8.38461538462
80,87,157,20,11,13.1818181818,-2.18181818182,623.0,583.454545455,39.5454545455
81,87,157,21,14,12.7142857143,1.28571428571,598.0,568.857142857,29.1428571429
82,87,157,22,9,13.8888888889,-4.88888888889,450.0,569.666666667,-119.666666667
83,87,158,20,11,12.0909090909,-1.09090909091,632.0,549.545454545,82.4545454545
84,87,158,21,12,11.75,0.25,529.0,549.833333333,-20.8333333333
85,87,159,20,8,11.5,-3.5,494.0,528.375,-34.375
86,87,159,21,8,11.5,-3.5,462.0,532.375,-70.375
87,87,161,21,8,11.0,-3.0,468.0,506.125,-38.125
88,87,161,22,8,11.0,-3.0,472.0,505.625,-33.625
89,87,162,21,11,11.1818181818,-0.181818181818,501.0,527.636363636,-26.6363636364
90,87,162,22,11,11.1818181818,-0.181818181818,554.0,522.818181818,31.1818181818
91,87,163,21,10,11.5,-1.5,463.0,556.0,-93.0
92,87,163,22,10,11.5,-1.5,587.0,543.6,43.4
93,87,164,22,7,10.4285714286,-3.42857142857,502.0,551.0,-49.0
94,88,114,18,3,4.66666666667,-1.66666666667,610.0,578.333333333,31.6666666667
95,88,115,18,4,5.0,-1.0,524.0,589.0,-65.0
96,88,117,18,4,4.75,-0.75,556.0,538.0,18.0
97,88,141,21,6,7.5,-1.5,582.0,572.333333333,9.66666666667
98,88,146,22,1,2.0,-1.0,457.0,500.0,-43.0
99,88,147,22,2,2.0,0.0,500.0,516.5,-16.5
100,88,148,22,3,3.0,0.0,576.0,526.333333333,49.6666666667
101,88,149,22,4,3.0,1.0,612.0,493.25,118.75
102,88,154,22,12,10.8333333333,1.16666666667,770.0,595.833333333,174.166666667
103,88,155,22,14,12.3571428571,1.64285714286,686.0,597.0,89.0
104,88,155,23,9,12.3333333333,-3.33333333333,444.0,599.888888889,-155.888888889
105,88,156,21,15,12.7333333333,2.26666666667,669.0,573.666666667,95.3333333333
106,88,156,22,14,12.6428571429,1.35714285714,508.0,571.928571429,-63.9285714286
107,88,157,20,13,12.6153846154,0.384615384615,576.0,571.153846154,4.84615384615
108,88,157,21,16,12.3125,3.6875,607.0,557.1875,49.8125
109,88,158,20,14,11.4285714286,2.57142857143,626.0,527.0,99.0
110,88,158,21,16,10.875,5.125,524.0,522.75,1.25
111,88,159,20,10,11.0,-1.0,545.0,503.3,41.7
112,88,159,21,11,10.5454545455,0.454545454545,461.0,504.636363636,-43.6363636364
113,88,160,21,10,8.9,1.1,448.0,470.7,-22.7
114,88,161,21,10,10.2,-0.2,487.0,486.2,0.8
115,88,161,22,10,10.2,-0.2,461.0,488.8,-27.8
116,88,162,21,14,10.3571428571,3.64285714286,565.0,503.5,61.5
117,88,162,22,14,10.3571428571,3.64285714286,561.0,503.785714286,57.2142857143
118,88,163,21,14,10.2142857143,3.78571428571,578.0,513.5,64.5
119,88,163,22,14,10.2142857143,3.78571428571,608.0,511.357142857,96.6428571429
120,88,164,21,10,9.0,1.0,522.0,522.7,-0.7
121,88,164,22,10,9.0,1.0,582.0,516.7,65.3
122,88,165,22,5,7.6,-2.6,517.0,503.8,13.2
123,89,117,18,1,4.0,-3.0,555.0,556.0,-1.0
124,89,140,21,5,8.4,-3.4,557.0,543.6,13.4
125,89,141,21,9,9.33333333333,-0.333333333333,645.0,551.0,94.0
126,89,141,22,9,9.33333333333,-0.333333333333,462.0,571.333333333,-109.333333333
127,89,142,21,10,10.5,-0.5,669.0,569.6,99.4
128,89,142,22,10,10.5,-0.5,485.0,588.0,-103.0
129,89,143,22,8,10.5,-2.5,499.0,589.625,-90.625
130,89,144,22,4,10.5,-6.5,483.0,601.0,-118.0
131,89,149,23,3,3.33333333333,-0.333333333333,467.0,559.0,-92.0
132,89,150,23,3,3.0,0.0,489.0,511.666666667,-22.6666666667
133,89,151,23,2,2.5,-0.5,456.0,479.0,-23.0
134,89,152,23,2,3.0,-1.0,469.0,505.5,-36.5
135,89,153,23,4,7.75,-3.75,555.0,624.5,-69.5
136,89,154,23,8,10.0,-2.0,586.0,586.625,-0.625
137,89,155,22,13,10.0769230769,2.92307692308,458.0,565.769230769,-107.769230769
138,89,155,23,9,10.8888888889,-1.88888888889,524.0,575.666666667,-51.6666666667
139,89,156,21,10,11.6,-1.6,534.0,542.4,-8.4
140,89,157,21,10,12.5,-2.5,470.0,542.4,-72.4
141,89,158,21,11,11.0909090909,-0.0909090909091,434.0,527.090909091,-93.0909090909
142,89,159,21,9,10.1111111111,-1.11111111111,423.0,509.333333333,-86.3333333333
143,89,159,22,7,9.85714285714,-2.85714285714,434.0,486.0,-52.0
144,89,162,21,8,11.625,-3.625,437.0,516.5,-79.5
145,89,162,22,8,11.625,-3.625,395.0,521.75,-126.75
146,89,163,21,9,11.0,-2.0,477.0,520.333333333,-43.3333333333
147,89,164,22,7,9.42857142857,-2.42857142857,435.0,537.428571429,-102.428571429
148,89,165,22,4,8.0,-4.0,478.0,514.0,-36.0
149,90,138,21,2,4.5,-2.5,469.0,463.5,5.5
150,90,140,22,6,8.66666666667,-2.66666666667,456.0,549.0,-93.0
151,90,141,22,12,9.83333333333,2.16666666667,573.0,553.583333333,19.4166666667
152,90,142,21,12,11.5,0.5,562.0,591.166666667,-29.1666666667
153,90,142,22,14,11.5714285714,2.42857142857,613.0,580.214285714,32.7857142857
154,90,143,21,11,11.0909090909,-0.0909090909091,618.0,599.818181818,18.1818181818
155,90,143,22,14,11.0714285714,2.92857142857,657.0,578.0,79.0
156,90,144,22,9,10.4444444444,-1.44444444444,630.0,571.888888889,58.1111111111
157,90,146,23,2,4.0,-2.0,431.0,525.0,-94.0
158,90,147,23,2,3.0,-1.0,556.0,467.5,88.5
159,90,154,23,9,8.66666666667,0.333333333333,673.0,535.888888889,137.111111111
160,90,155,21,5,9.2,-4.2,504.0,471.6,32.4
161,90,155,23,10,10.2,-0.2,583.0,529.3,53.7
162,90,156,21,7,9.85714285714,-2.85714285714,401.0,517.571428571,-116.571428571
163,90,156,23,9,10.6666666667,-1.66666666667,473.0,530.222222222,-57.2222222222
164,90,157,22,9,9.55555555556,-0.555555555556,545.0,497.333333333,47.6666666667
165,90,159,22,7,6.42857142857,0.571428571429,587.0,477.428571429,109.571428571
166,90,160,22,5,6.2,-1.2,525.0,482.6,42.4
167,90,187,23,1,1.0,0.0,553.0,542.0,11.0
168,90,188,23,1,1.0,0.0,542.0,553.0,-11.0
169,91,137,21,4,4.25,-0.25,465.0,478.5,-13.5
170,91,138,21,5,4.6,0.4,462.0,472.2,-10.2
171,91,140,22,6,9.0,-3.0,486.0,516.0,-30.0
172,91,141,22,11,11.1818181818,-0.181818181818,571.0,537.363636364,33.6363636364
173,91,142,22,14,13.7142857143,0.285714285714,607.0,584.142857143,22.8571428571
174,91,142,23,12,14.25,-2.25,530.0,589.583333333,-59.5833333333
175,91,143,22,16,13.3125,2.6875,695.0,590.5625,104.4375
176,91,143,23,14,13.7142857143,0.285714285714,550.0,601.0,-51.0
177,91,143,37,1,1.0,0.0,462.0,494.0,-32.0
178,91,144,22,11,13.0,-2.0,698.0,599.636363636,98.3636363636
179,91,144,23,10,13.3,-3.3,453.0,622.3,-169.3
180,91,145,23,6,9.83333333333,-3.83333333333,494.0,579.666666667,-85.6666666667
181,91,148,24,4,3.25,0.75,504.0,562.0,-58.0
182,91,149,24,2,4.5,-2.5,551.0,558.0,-7.0
183,91,151,24,1,3.0,-2.0,540.0,537.0,3.0
184,91,152,24,3,3.66666666667,-0.666666666667,537.0,569.333333333,-32.3333333333
185,91,153,21,3,2.33333333333,0.666666666667,535.0,458.0,77.0
186,91,153,24,5,6.4,-1.4,554.0,568.4,-14.4
187,91,154,21,3,5.66666666667,-2.66666666667,444.0,526.0,-82.0
188,91,154,24,8,8.5,-0.5,508.0,567.0,-59.0
189,91,155,23,12,9.66666666667,2.33333333333,589.0,524.583333333,64.4166666667
190,91,155,24,9,9.77777777778,-0.777777777778,466.0,534.777777778,-68.7777777778
191,91,156,22,13,9.07692307692,3.92307692308,521.0,515.307692308,5.69230769231
192,91,156,23,12,9.66666666667,2.33333333333,495.0,523.833333333,-28.8333333333
193,91,157,22,9,8.88888888889,0.111111111111,591.0,491.555555556,99.4444444444
194,91,158,22,5,7.0,-2.0,557.0,534.6,22.4
195,91,159,22,4,5.25,-1.25,498.0,535.0,-37.0
196,91,160,22,4,4.25,-0.25,471.0,508.0,-37.0
197,91,163,22,1,2.0,-1.0,458.0,433.0,25.0
198,91,164,22,2,1.5,0.5,433.0,466.0,-33.0
199,92,100,30,3,6.0,-3.0,493.0,474.666666667,18.3333333333
200,92,101,30,5,5.0,0.0,413.0,447.8,-34.8
201,92,102,30,3,6.33333333333,-3.33333333333,363.0,419.333333333,-56.3333333333
202,92,137,21,4,5.25,-1.25,481.0,465.0,16.0
203,92,138,21,6,5.66666666667,0.333333333333,502.0,454.166666667,47.8333333333
204,92,139,22,7,6.71428571429,0.285714285714,444.0,478.142857143,-34.1428571429
205,92,140,22,7,9.0,-2.0,508.0,507.285714286,0.714285714286
206,92,141,22,11,11.5454545455,-0.545454545455,544.0,521.545454545,22.4545454545
207,92,142,22,14,14.2857142857,-0.285714285714,523.0,562.571428571,-39.5714285714
208,92,142,23,15,14.0,1.0,509.0,557.866666667,-48.8666666667
209,92,143,22,17,13.8235294118,3.17647058824,598.0,578.588235294,19.4117647059
210,92,143,23,19,13.3157894737,5.68421052632,635.0,565.473684211,69.5263157895
211,92,144,22,12,13.5833333333,-1.58333333333,654.0,597.166666667,56.8333333333
212,92,144,23,15,12.2666666667,2.73333333333,612.0,578.866666667,33.1333333333
213,92,144,37,1,1.0,0.0,494.0,462.0,32.0
214,92,147,24,4,5.25,-1.25,529.0,606.0,-77.0
215,92,148,24,5,4.4,0.6,612.0,578.4,33.6
216,92,152,21,2,2.5,-0.5,458.0,503.5,-45.5
217,92,152,22,2,2.5,-0.5,472.0,496.5,-24.5
218,92,153,24,5,5.4,-0.4,614.0,538.4,75.6
219,92,154,24,7,7.71428571429,-0.714285714286,510.0,551.571428571,-41.5714285714
220,92,155,22,9,9.22222222222,-0.222222222222,539.0,508.555555556,30.4444444444
221,92,155,23,11,9.27272727273,1.72727272727,547.0,509.909090909,37.0909090909
222,92,156,22,9,10.0,-1.0,545.0,521.555555556,23.4444444444
223,92,156,23,10,9.8,0.2,435.0,527.0,-92.0
224,92,157,22,6,9.66666666667,-3.66666666667,452.0,524.0,-72.0
225,92,161,21,1,4.0,-3.0,422.0,471.0,-49.0
226,92,165,22,2,2.5,-0.5,474.0,466.0,8.0
227,92,166,22,3,2.66666666667,0.333333333333,499.0,485.666666667,13.3333333333
228,92,167,22,3,3.0,0.0,488.0,502.333333333,-14.3333333333
229,93,100,30,5,5.8,-0.8,538.0,464.8,73.2
230,93,101,30,8,5.25,2.75,473.0,441.375,31.625
231,93,102,30,6,5.83333333333,0.166666666667,372.0,415.833333333,-43.8333333333
232,93,138,22,6,6.0,0.0,431.0,463.833333333,-32.8333333333
233,93,139,22,8,7.0,1.0,442.0,473.75,-31.75
234,93,140,22,9,9.33333333333,-0.333333333333,516.0,483.333333333,32.6666666667
235,93,141,22,11,12.0909090909,-1.09090909091,548.0,495.818181818,52.1818181818
236,93,142,22,13,14.5384615385,-1.53846153846,470.0,546.230769231,-76.2307692308
237,93,142,23,15,14.0666666667,0.933333333333,469.0,540.466666667,-71.4666666667
238,93,143,22,14,14.2142857143,-0.214285714286,492.0,578.928571429,-86.9285714286
239,93,143,23,18,13.2222222222,4.77777777778,658.0,557.611111111,100.388888889
240,93,143,24,11,14.5454545455,-3.54545454545,478.0,581.727272727,-103.727272727
241,93,144,22,9,14.5555555556,-5.55555555556,582.0,614.666666667,-32.6666666667
242,93,144,23,14,12.3571428571,1.64285714286,699.0,574.5,124.5
243,93,144,24,9,13.3333333333,-4.33333333333,467.0,605.555555556,-138.555555556
244,93,145,24,4,12.0,-8.0,530.0,601.0,-71.0
245,93,147,24,6,4.83333333333,1.16666666667,695.0,592.5,102.5
246,93,148,23,6,4.5,1.5,613.0,633.166666667,-20.1666666667
247,93,150,25,3,6.0,-3.0,514.0,551.333333333,-37.3333333333
248,93,153,24,4,5.0,-1.0,583.0,560.5,22.5
249,93,154,22,5,7.6,-2.6,476.0,510.2,-34.2
250,93,155,22,8,7.375,0.625,525.0,493.375,31.625
251,93,159,21,0,,,434.0,,
252,93,167,22,3,3.0,0.0,495.0,500.0,-5.0
253,93,168,22,3,3.0,0.0,513.0,507.0,6.0
254,94,100,30,5,6.4,-1.4,466.0,460.0,6.0
255,94,101,30,8,6.25,1.75,479.0,437.625,41.375
256,94,102,30,7,6.57142857143,0.428571428571,407.0,419.857142857,-12.8571428571
257,94,103,30,4,6.5,-2.5,360.0,397.75,-37.75
258,94,138,22,4,6.75,-2.75,453.0,458.25,-5.25
259,94,139,23,7,7.57142857143,-0.571428571429,461.0,465.571428571,-4.57142857143
260,94,140,22,10,9.7,0.3,475.0,471.8,3.2
261,94,141,22,11,12.1818181818,-1.18181818182,518.0,478.727272727,39.2727272727
262,94,141,23,12,12.25,-0.25,410.0,481.75,-71.75
263,94,142,23,16,13.375,2.625,512.0,521.25,-9.25
264,94,143,23,16,12.8125,3.1875,685.0,542.6875,142.3125
265,94,143,24,13,13.2307692308,-0.230769230769,527.0,559.230769231,-32.2307692308
266,94,144,22,6,14.0,-8.0,499.0,629.666666667,-130.666666667
267,94,144,24,10,11.9,-1.9,626.0,577.1,48.9
268,94,147,23,4,5.0,-1.0,650.0,690.5,-40.5
269,94,148,23,5,4.4,0.6,672.0,676.2,-4.2
270,94,148,25,5,5.4,-0.4,479.0,603.0,-124.0
271,94,149,23,3,4.66666666667,-1.66666666667,641.0,689.0,-48.0
272,94,149,25,6,6.0,0.0,573.0,576.0,-3.0
273,94,150,25,6,6.83333333333,-0.833333333333,611.0,593.0,18.0
274,94,151,25,6,6.33333333333,-0.333333333333,470.0,617.0,-147.0
275,94,152,24,5,5.6,-0.6,670.0,560.8,109.2
276,94,153,24,3,5.0,-2.0,448.0,609.0,-161.0
277,94,154,22,4,6.25,-2.25,469.0,508.75,-39.75
278,94,155,21,6,5.5,0.5,471.0,496.166666667,-25.1666666667
279,94,156,21,5,5.4,-0.4,465.0,501.2,-36.2
280,94,157,21,2,5.0,-3.0,468.0,472.0,-4.0
281,94,163,26,6,7.83333333333,-1.83333333333,420.0,435.333333333,-15.3333333333
282,94,164,26,5,8.4,-3.4,432.0,439.4,-7.4
283,94,169,22,3,3.33333333333,-0.333333333333,538.0,512.666666667,25.3333333333
284,94,170,22,3,3.66666666667,-0.666666666667,518.0,522.333333333,-4.33333333333
285,95,100,30,4,6.0,-2.0,367.0,441.5,-74.5
286,95,101,30,7,5.85714285714,1.14285714286,443.0,417.285714286,25.7142857143
287,95,102,30,8,5.375,2.625,435.0,399.875,35.125
288,95,103,30,5,5.4,-0.4,377.0,391.4,-14.4
289,95,139,23,6,8.33333333333,-2.33333333333,499.0,462.833333333,36.1666666667
290,95,140,23,10,10.2,-0.2,443.0,469.4,-26.4
291,95,141,22,10,12.5,-2.5,464.0,485.4,-21.4
292,95,141,23,13,12.3846153846,0.615384615385,417.0,480.307692308,-63.3076923077
293,95,142,23,15,13.4666666667,1.53333333333,542.0,532.666666667,9.33333333333
294,95,142,24,14,13.7142857143,0.285714285714,407.0,547.857142857,-140.857142857
295,95,143,23,13,12.6923076923,0.307692307692,662.0,562.692307692,99.3076923077
296,95,143,24,15,11.9333333333,3.06666666667,593.0,565.4,27.6
297,95,144,25,6,11.5,-5.5,472.0,595.5,-123.5
298,95,147,25,2,5.0,-3.0,499.0,529.5,-30.5
299,95,148,23,3,4.0,-1.0,782.0,654.333333333,127.666666667
300,95,148,25,5,5.6,-0.6,580.0,536.0,44.0
301,95,149,25,8,7.375,0.625,668.0,579.25,88.75
302,95,150,25,9,8.0,1.0,604.0,614.444444444,-10.4444444444
303,95,151,24,9,7.33333333333,1.66666666667,729.0,601.333333333,127.666666667
304,95,152,24,6,6.0,0.0,574.0,579.0,-5.0
305,95,155,21,6,4.16666666667,1.83333333333,563.0,484.833333333,78.1666666667
306,95,156,21,5,4.4,0.6,479.0,486.6,-7.6
307,95,162,27,6,9.83333333333,-3.83333333333,403.0,468.0,-65.0
308,95,163,25,8,8.75,-0.75,441.0,445.5,-4.5
309,95,163,26,12,8.16666666667,3.83333333333,468.0,453.583333333,14.4166666667
310,95,164,25,7,8.85714285714,-1.85714285714,442.0,441.571428571,0.428571428571
311,95,164,26,9,8.66666666667,0.333333333333,426.0,464.0,-38.0
312,95,170,22,4,3.5,0.5,507.0,516.75,-9.75
313,95,171,22,4,3.75,0.25,522.0,518.5,3.5
314,95,194,16,2,2.5,-0.5,631.0,540.0,91.0
315,95,195,16,2,2.5,-0.5,539.0,586.0,-47.0
316,96,101,30,4,6.0,-2.0,378.0,408.5,-30.5
317,96,102,30,5,5.4,-0.4,389.0,399.8,-10.8
318,96,103,30,3,6.0,-3.0,366.0,400.333333333,-34.3333333333
319,96,112,32,6,7.83333333333,-1.83333333333,432.0,451.833333333,-19.8333333333
320,96,113,32,5,8.4,-3.4,428.0,452.4,-24.4
321,96,139,21,0,,,474.0,,
322,96,140,23,10,10.4,-0.4,479.0,479.0,0.0
323,96,140,24,9,10.5555555556,-1.55555555556,466.0,482.111111111,-16.1111111111
324,96,141,23,14,11.9285714286,2.07142857143,505.0,489.0,16.0
325,96,142,23,14,13.0714285714,0.928571428571,553.0,532.357142857,20.6428571429
326,96,142,24,16,12.625,3.375,470.0,539.625,-69.625
327,96,143,23,10,12.9,-2.9,564.0,564.8,-0.8
328,96,143,24,15,11.1333333333,3.86666666667,703.0,542.666666667,160.333333333
329,96,143,25,10,11.4,-1.4,527.0,532.6,-5.6
330,96,144,23,5,12.2,-7.2,634.0,599.4,34.6
331,96,144,25,6,10.5,-4.5,597.0,560.833333333,36.1666666667
332,96,146,22,1,1.0,0.0,605.0,577.0,28.0
333,96,149,26,7,8.0,-1.0,461.0,559.285714286,-98.2857142857
334,96,150,24,9,8.66666666667,0.333333333333,774.0,595.555555556,178.444444444
335,96,150,25,12,7.75,4.25,552.0,587.916666667,-35.9166666667
336,96,151,24,9,8.22222222222,0.777777777778,692.0,593.222222222,98.7777777778
337,96,152,24,4,7.75,-3.75,465.0,625.0,-160.0
338,96,154,21,2,4.5,-2.5,559.0,514.5,44.5
339,96,155,21,3,4.33333333333,-1.33333333333,466.0,533.666666667,-67.6666666667
340,96,161,22,0,,,446.0,,
341,96,162,26,9,9.33333333333,-0.333333333333,472.0,478.0,-6.0
342,96,162,27,8,9.625,-1.625,434.0,487.375,-53.375
343,96,163,26,13,8.61538461538,4.38461538462,507.0,468.769230769,38.2307692308
344,96,163,27,11,9.0,2.0,507.0,473.727272727,33.2727272727
345,96,164,26,9,9.44444444444,-0.444444444444,397.0,484.444444444,-87.4444444444
346,96,164,27,7,10.2857142857,-3.28571428571,562.0,473.142857143,88.8571428571
347,96,171,22,4,3.75,0.25,489.0,531.25,-42.25
348,96,172,22,4,3.25,0.75,560.0,497.0,63.0
349,96,173,22,2,3.5,-1.5,441.0,548.0,-107.0
350,96,178,21,2,3.5,-1.5,558.0,582.0,-24.0
351,96,179,21,3,4.0,-1.0,559.0,598.666666667,-39.6666666667
352,96,194,16,3,1.66666666667,1.33333333333,541.0,551.333333333,-10.3333333333
353,97,111,32,6,7.83333333333,-1.83333333333,453.0,447.5,5.5
354,97,112,32,10,7.0,3.0,498.0,441.5,56.5
355,97,112,33,10,7.0,3.0,429.0,448.4,-19.4
356,97,113,32,8,7.625,0.375,470.0,442.25,27.75
357,97,113,33,8,7.625,0.375,433.0,446.875,-13.875
358,97,140,23,8,10.875,-2.875,499.0,495.375,3.625
359,97,140,24,8,10.875,-2.875,455.0,500.875,-45.875
360,97,141,23,12,11.1666666667,0.833333333333,620.0,503.166666667,116.833333333
361,97,141,24,14,11.0,3.0,422.0,512.285714286,-90.2857142857
362,97,142,24,14,11.7857142857,2.21428571429,609.0,535.642857143,73.3571428571
363,97,142,25,11,11.2727272727,-0.272727272727,405.0,532.727272727,-127.727272727
364,97,143,23,8,10.5,-2.5,475.0,579.375,-104.375
365,97,143,25,10,10.4,-0.4,630.0,528.0,102.0
366,97,143,26,7,8.85714285714,-1.85714285714,440.0,526.857142857,-86.8571428571
367,97,146,24,1,3.0,-2.0,550.0,613.0,-63.0
368,97,147,22,1,1.0,0.0,577.0,605.0,-28.0
369,97,148,24,1,6.0,-5.0,519.0,474.0,45.0
370,97,149,24,6,7.33333333333,-1.33333333333,474.0,579.166666667,-105.166666667
371,97,149,26,6,7.16666666667,-1.16666666667,556.0,520.166666667,35.8333333333
372,97,150,24,7,8.28571428571,-1.28571428571,637.0,570.0,67.0
373,97,150,25,11,7.0,4.0,499.0,562.818181818,-63.8181818182
374,97,150,26,5,8.2,-3.2,456.0,531.6,-75.6
375,97,151,24,7,8.0,-1.0,505.0,587.571428571,-82.5714285714
376,97,162,26,8,8.5,-0.5,535.0,493.75,41.25
377,97,163,26,9,8.77777777778,0.222222222222,558.0,495.555555556,62.4444444444
378,97,163,27,9,8.77777777778,0.222222222222,449.0,507.666666667,-58.6666666667
379,97,172,22,3,3.33333333333,-0.333333333333,536.0,496.666666667,39.3333333333
380,97,179,21,4,4.25,-0.25,605.0,576.5,28.5
381,97,180,21,6,6.33333333333,-0.333333333333,633.0,581.166666667,51.8333333333
382,97,181,21,7,7.71428571429,-0.714285714286,573.0,580.0,-7.0
383,97,182,21,6,8.16666666667,-2.16666666667,528.0,575.666666667,-47.6666666667
384,97,195,15,1,3.0,-2.0,484.0,541.0,-57.0
385,98,111,32,5,8.4,-3.4,452.0,450.8,1.2
386,98,112,32,8,7.625,0.375,453.0,450.0,3.0
387,98,112,33,8,7.625,0.375,421.0,454.0,-33.0
388,98,113,32,6,8.66666666667,-2.66666666667,444.0,450.666666667,-6.66666666667
