,x,y,z,num_of_neighbor_lesions,avg_of_num_of_neighbor_lesions,diff_of_num_of_neighbor_lesions_and_avg_of_num_of_neighbor_lesions,voxel_intensity,average_intensity_of_neighbor_voxels,diff_of_vox_int_and_avg_int_of_nei_vox
29,210,256,215,14.0,15.071428571428571,-1.0714285714285712,130.0,130.71428571428572,-0.7142857142857224
30,210,256,216,14.0,15.071428571428571,-1.0714285714285712,132.0,131.92857142857142,0.07142857142858361
31,210,256,217,9.0,14.555555555555555,-5.555555555555555,131.0,132.44444444444446,-1.444444444444457
32,211,249,216,15.0,15.333333333333334,-0.3333333333333339,116.0,120.86666666666666,-4.86666666666666
33,211,249,217,13.0,15.0,-2.0,116.0,120.0,-4.0
34,211,250,216,22.0,16.5,5.5,122.0,124.45454545454545,-2.4545454545454533
35,211,250,217,17.0,16.0,1.0,122.0,123.11764705882354,-1.117647058823536
36,211,251,214,13.0,17.692307692307693,-4.692307692307693,130.0,132.3846153846154,-2.384615384615387
37,211,251,215,22.0,18.772727272727273,3.2272727272727266,130.0,131.0909090909091,-1.0909090909090935
38,211,251,216,24.0,18.875,5.125,130.0,130.08333333333334,-0.08333333333334281
39,211,251,217,17.0,18.235294117647058,-1.235294117647058,129.0,129.23529411764707,-0.2352941176470722
40,211,252,214,17.0,17.941176470588236,-0.9411764705882355,133.0,133.11764705882354,-0.1176470588235361
41,211,252,215,26.0,19.153846153846153,6.846153846153847,134.0,133.30769230769232,0.6923076923076792
42,211,252,216,26.0,19.53846153846154,6.46153846153846,135.0,133.76923076923077,1.2307692307692264
43,211,252,217,17.0,18.823529411764707,-1.8235294117647065,135.0,133.88235294117646,1.117647058823536
44,211,253,214,17.0,19.11764705882353,-2.117647058823529,133.0,134.2941176470588,-1.2941176470588118
45,211,253,215,26.0,20.115384615384617,5.884615384615383,135.0,134.73076923076923,0.2692307692307736
46,211,253,216,26.0,20.115384615384617,5.884615384615383,136.0,135.65384615384616,0.3461538461538396
47,211,253,217,17.0,19.11764705882353,-2.117647058823529,137.0,135.94117647058823,1.058823529411768
48,211,254,214,17.0,19.176470588235293,-2.1764705882352935,133.0,133.94117647058823,-0.941176470588232
49,211,254,215,26.0,20.23076923076923,5.76923076923077,135.0,134.42307692307693,0.576923076923066
