voxel_id,x,y,z,num_of_neighbor_lesions,avg_of_num_of_neighbor_lesions,diff_of_num_of_neighbor_lesions_and_avg_of_num_of_neighbor_lesions,voxel_intensity,average_intensity_of_neighbor_voxels,diff_of_vox_int_and_avg_int_of_nei_vox
108,94,160,29,13,14.461538461500002,-1.4615384615399998,827.0,821.538461538,5.46153846154
109,94,160,34,1,1.0,0.0,657.0,674.0,-17.0
110,94,161,29,13,14.3076923077,-1.30769230769,813.0,806.692307692,6.307692307690001
111,94,162,29,12,14.416666666700001,-2.41666666667,749.0,801.666666667,-52.6666666667
112,94,162,30,9,15.222222222200001,-6.22222222222,755.0,799.0,-44.0
113,94,163,30,9,13.4444444444,-4.44444444444,790.0,787.5555555560001,2.44444444444
114,94,164,30,6,12.333333333299999,-6.333333333330001,726.0,799.5,-73.5
115,94,169,26,3,7.333333333330001,-4.33333333333,587.0,663.333333333,-76.3333333333
116,94,170,27,7,8.28571428571,-1.2857142857100001,648.0,680.285714286,-32.2857142857
117,94,171,27,6,10.5,-4.5,652.0,715.166666667,-63.1666666667
118,95,135,45,0,,,653.0,,
119,95,137,34,4,4.75,-0.75,687.0,738.75,-51.75
120,95,138,34,5,4.4,0.6,750.0,723.4,26.6
121,95,142,34,4,5.0,-1.0,686.0,734.5,-48.5
122,95,146,27,4,5.0,-1.0,798.0,809.5,-11.5
123,95,147,27,7,6.8571428571399995,0.14285714285700002,849.0,856.142857143,-7.1428571428600005
124,95,148,27,10,11.9,-1.9,950.0,894.5,55.5
125,95,148,34,7,8.42857142857,-1.42857142857,744.0,737.714285714,6.28571428571
126,95,149,27,14,14.2142857143,-0.214285714286,989.0,922.142857143,66.8571428571
127,95,149,28,14,14.2142857143,-0.214285714286,811.0,934.857142857,-123.85714285700001
128,95,149,34,8,8.5,-0.5,737.0,727.0,10.0
129,95,150,27,17,15.352941176500002,1.6470588235299999,994.0,925.176470588,68.82352941180001
130,95,150,28,17,15.352941176500002,1.6470588235299999,972.0,926.470588235,45.5294117647
131,95,150,34,7,9.0,-2.0,676.0,707.714285714,-31.714285714299997
132,95,151,27,17,16.0588235294,0.941176470588,951.0,935.6470588239999,15.352941176500002
133,95,151,28,17,16.0588235294,0.941176470588,963.0,934.9411764710001,28.0588235294
134,95,151,35,7,8.85714285714,-1.8571428571400002,683.0,676.714285714,6.28571428571
135,95,152,27,17,15.7058823529,1.29411764706,926.0,904.176470588,21.8235294118
136,95,152,28,17,15.7058823529,1.29411764706,915.0,904.823529412,10.1764705882
137,95,152,34,8,7.5,0.5,668.0,673.375,-5.375
138,95,153,27,16,15.5,0.5,847.0,883.0625,-36.0625
139,95,153,28,16,15.5,0.5,888.0,880.5,7.5
140,95,153,34,6,6.333333333330001,-0.33333333333299997,671.0,671.166666667,-0.166666666667
141,95,154,27,15,15.066666666700002,-0.06666666666669999,782.0,868.666666667,-86.6666666667
142,95,154,28,15,15.066666666700002,-0.06666666666669999,927.0,859.0,68.0
143,95,155,27,14,14.9285714286,-0.928571428571,768.0,857.714285714,-89.7142857143
144,95,155,28,14,14.9285714286,-0.928571428571,925.0,846.5,78.5
145,95,156,27,14,15.2857142857,-1.2857142857100001,737.0,842.285714286,-105.285714286
146,95,156,28,15,15.0,0.0,881.0,824.9333333330001,56.0666666667
147,95,157,27,14,15.9285714286,-1.92857142857,765.0,817.5,-52.5
148,95,157,28,18,15.166666666700001,2.83333333333,871.0,810.388888889,60.611111111099994
149,95,157,29,12,16.0,-4.0,726.0,840.333333333,-114.333333333
150,95,158,25,2,4.0,-2.0,659.0,740.5,-81.5
151,95,158,27,13,16.9230769231,-3.9230769230800004,761.0,810.538461538,-49.5384615385
152,95,158,28,20,15.75,4.25,856.0,817.3,38.7
153,95,158,29,15,16.6666666667,-1.6666666666699999,866.0,834.133333333,31.866666666700002
154,95,159,25,4,3.5,0.5,623.0,725.25,-102.25
155,95,159,28,21,15.666666666700001,5.33333333333,885.0,822.4285714289999,62.571428571400006
156,95,159,29,17,16.705882352899998,0.294117647059,911.0,843.2352941180001,67.7647058824
157,95,160,25,4,4.0,0.0,576.0,765.25,-189.25
158,95,160,28,18,16.444444444400002,1.55555555556,881.0,831.9444444439999,49.0555555556
159,95,160,29,18,16.7777777778,1.22222222222,872.0,841.2222222219999,30.7777777778
160,95,161,28,16,16.5625,-0.5625,853.0,822.125,30.875
161,95,161,29,20,16.05,3.95,847.0,825.4,21.6
162,95,161,30,13,16.7692307692,-3.7692307692300004,718.0,827.2307692310001,-109.23076923100001
163,95,162,25,5,5.4,-0.4,578.0,667.0,-89.0
164,95,162,28,13,17.3076923077,-4.30769230769,826.0,813.7692307689999,12.2307692308
165,95,162,29,21,15.5714285714,5.42857142857,807.0,811.285714286,-4.28571428571
166,95,162,30,15,16.4,-1.4,848.0,807.866666667,40.1333333333
167,95,163,25,5,5.6,-0.6,563.0,636.0,-73.0
168,95,163,28,10,16.9,-6.9,744.0,796.6,-52.6
169,95,163,29,19,14.3684210526,4.6315789473699995,776.0,802.157894737,-26.1578947368
170,95,163,30,15,14.8666666667,0.133333333333,843.0,801.0666666669999,41.9333333333
171,95,164,29,13,13.153846153800002,-0.153846153846,746.0,795.076923077,-49.076923076899995
172,95,164,30,11,13.4545454545,-2.4545454545500003,838.0,793.545454545,44.4545454545
173,95,165,30,7,11.2857142857,-4.28571428571,804.0,764.5714285710001,39.4285714286
174,95,169,27,5,8.0,-3.0,671.0,653.8,17.2
175,95,170,27,10,9.5,0.5,671.0,673.9,-2.9
176,95,170,28,10,10.8,-0.8,716.0,684.5,31.5
177,95,171,27,11,11.6363636364,-0.636363636364,665.0,707.8181818180001,-42.8181818182
178,95,171,28,13,12.0,1.0,800.0,706.692307692,93.30769230770001
179,95,172,28,12,12.0,0.0,791.0,734.666666667,56.3333333333
180,95,173,27,6,9.833333333330001,-3.83333333333,770.0,761.0,9.0
181,95,173,31,3,11.0,-8.0,749.0,782.333333333,-33.3333333333
182,95,174,27,3,6.666666666669999,-3.66666666667,758.0,759.666666667,-1.6666666666699999
183,95,186,26,2,5.0,-3.0,693.0,709.0,-16.0
184,96,130,35,1,3.0,-2.0,698.0,697.0,1.0
185,96,132,35,1,2.0,-1.0,734.0,719.0,15.0
186,96,137,34,5,5.4,-0.4,719.0,731.8,-12.8
187,96,138,34,7,5.0,2.0,781.0,718.0,63.0
188,96,139,34,4,6.25,-2.25,725.0,747.0,-22.0
189,96,141,34,4,6.0,-2.0,719.0,757.25,-38.25
190,96,142,34,6,5.5,0.5,782.0,750.166666667,31.8333333333
191,96,143,34,5,5.6,-0.6,744.0,752.6,-8.6
192,96,145,34,3,4.66666666667,-1.6666666666699999,686.0,690.333333333,-4.33333333333
193,96,145,45,0,,,703.0,,
194,96,146,27,4,5.5,-1.5,760.0,824.75,-64.75
195,96,146,34,4,7.0,-3.0,705.0,712.5,-7.5
196,96,147,27,7,6.8571428571399995,0.14285714285700002,889.0,860.142857143,28.8571428571
197,96,147,34,8,9.5,-1.5,730.0,741.25,-11.25
198,96,148,27,11,10.5454545455,0.45454545454499995,1009.0,878.272727273,130.727272727
199,96,148,34,10,10.9,-0.9,749.0,749.7,-0.7
200,96,148,35,10,10.9,-0.9,739.0,750.7,-11.7
201,96,149,27,14,13.9285714286,0.07142857142860001,1031.0,926.785714286,104.214285714
202,96,149,28,14,13.9285714286,0.07142857142860001,769.0,945.5,-176.5
203,96,149,34,11,10.8181818182,0.181818181818,744.0,739.727272727,4.27272727273
204,96,150,27,17,15.5882352941,1.41176470588,1037.0,934.9411764710001,102.058823529
205,96,150,28,17,15.5882352941,1.41176470588,939.0,940.705882353,-1.70588235294
206,96,150,34,11,10.0909090909,0.909090909091,699.0,709.636363636,-10.6363636364
207,96,151,27,17,16.8823529412,0.117647058824,1001.0,963.470588235,37.5294117647
208,96,151,28,17,16.8823529412,0.117647058824,962.0,965.7647058819999,-3.76470588235
209,96,151,34,10,9.5,0.5,672.0,686.4,-14.4
210,96,151,35,10,9.5,0.5,681.0,685.5,-4.5
211,96,152,27,17,16.7647058824,0.235294117647,1006.0,940.3529411760001,65.6470588235
212,96,152,28,17,16.7647058824,0.235294117647,962.0,942.9411764710001,19.0588235294
213,96,152,34,10,8.3,1.7,661.0,675.7,-14.7
214,96,153,27,17,16.294117647100002,0.705882352941,903.0,903.0,0.0
215,96,153,28,17,16.294117647100002,0.705882352941,942.0,900.705882353,41.2941176471
216,96,153,34,6,7.166666666669999,-1.16666666667,670.0,668.666666667,1.33333333333
217,96,154,27,17,15.647058823499998,1.3529411764700001,759.0,869.5882352939999,-110.588235294
218,96,154,28,17,15.647058823499998,1.3529411764700001,931.0,859.470588235,71.5294117647
219,96,154,34,3,6.0,-3.0,679.0,668.333333333,10.6666666667
220,96,155,27,17,15.2941176471,1.70588235294,791.0,834.823529412,-43.8235294118
221,96,155,28,17,15.2941176471,1.70588235294,934.0,826.4117647060001,107.588235294
222,96,156,27,16,15.9375,0.0625,796.0,823.75,-27.75
223,96,156,28,18,15.5,2.5,881.0,808.9444444439999,72.05555555560001
224,96,157,27,16,16.4375,-0.4375,786.0,798.5625,-12.5625
225,96,157,28,21,15.7142857143,5.28571428571,847.0,792.5714285710001,54.428571428599994
226,96,158,27,14,17.7142857143,-3.7142857142900003,803.0,790.357142857,12.642857142899999
227,96,158,28,22,16.5454545455,5.454545454550001,829.0,799.227272727,29.7727272727
228,96,158,29,16,18.0625,-2.0625,806.0,820.0,-14.0
229,96,159,25,4,3.5,0.5,858.0,666.5,191.5
230,96,159,27,13,17.0769230769,-4.07692307692,709.0,792.923076923,-83.9230769231
231,96,159,28,22,16.6818181818,5.31818181818,868.0,808.954545455,59.0454545455
232,96,159,29,18,18.0,0.0,891.0,829.666666667,61.3333333333
233,96,160,25,4,4.0,0.0,808.0,707.25,100.75
234,96,160,27,9,17.7777777778,-8.77777777778,637.0,828.666666667,-191.66666666700002
235,96,160,28,18,17.8333333333,0.166666666667,908.0,824.388888889,83.6111111111
236,96,160,29,20,17.7,2.3,885.0,829.1,55.9
237,96,161,25,4,4.5,-0.5,772.0,672.25,99.75
238,96,161,28,17,17.411764705899998,-0.41176470588200004,867.0,810.529411765,56.4705882353
239,96,161,29,22,17.2727272727,4.72727272727,845.0,825.5909090910001,19.4090909091
240,96,161,30,15,18.2,-3.2,786.0,821.0666666669999,-35.0666666667
241,96,162,25,5,5.4,-0.4,727.0,637.2,89.8
242,96,162,28,16,16.9375,-0.9375,817.0,791.6875,25.3125
243,96,162,29,23,16.9130434783,6.08695652174,842.0,813.8260869569999,28.1739130435
244,96,162,30,17,18.1176470588,-1.11764705882,878.0,812.0,66.0
245,96,163,25,5,5.6,-0.6,649.0,618.8,30.2
246,96,163,26,8,6.0,2.0,624.0,636.25,-12.25
247,96,163,28,15,15.1333333333,-0.133333333333,771.0,763.4,7.6
248,96,163,29,21,15.857142857100001,5.1428571428600005,848.0,803.238095238,44.7619047619
249,96,163,30,17,16.6470588235,0.35294117647100004,821.0,808.0588235289999,12.9411764706
250,96,164,25,5,5.2,-0.2,602.0,635.4,-33.4
251,96,164,29,16,14.0625,1.9375,784.0,786.625,-2.625
252,96,164,30,14,14.4285714286,-0.428571428571,808.0,789.0714285710001,18.928571428599998
253,96,165,25,4,5.0,-1.0,595.0,658.5,-63.5
254,96,165,30,11,11.5454545455,-0.545454545455,783.0,741.0,42.0
255,96,166,26,6,4.5,1.5,576.0,666.5,-90.5
256,96,166,30,8,9.125,-1.125,667.0,690.375,-23.375
257,96,167,29,6,8.666666666669999,-2.66666666667,630.0,648.0,-18.0
258,96,167,32,0,,,656.0,,
259,96,170,28,10,12.2,-2.2,647.0,691.6,-44.6
260,96,170,31,7,14.7142857143,-7.714285714289999,691.0,707.714285714,-16.7142857143
261,96,171,27,14,12.7142857143,1.2857142857100001,601.0,699.857142857,-98.85714285709999
262,96,171,28,16,13.375,2.625,752.0,708.25,43.75
263,96,171,29,16,15.0,1.0,738.0,717.625,20.375
264,96,171,30,15,14.7333333333,0.266666666667,644.0,733.0666666669999,-89.0666666667
265,96,171,31,11,14.7272727273,-3.72727272727,802.0,718.545454545,83.45454545449999
266,96,172,27,13,12.9230769231,0.0769230769231,690.0,714.384615385,-24.3846153846
267,96,172,28,17,12.882352941199999,4.117647058819999,818.0,729.294117647,88.7058823529
268,96,172,29,14,15.4285714286,-1.42857142857,798.0,739.642857143,58.3571428571
269,96,172,30,16,13.1875,2.8125,708.0,757.375,-49.375
270,96,172,31,11,13.1818181818,-2.18181818182,812.0,742.636363636,69.3636363636
271,96,173,27,10,11.2,-1.2,773.0,724.7,48.3
272,96,173,29,8,15.375,-7.375,759.0,754.875,4.125
273,96,173,31,6,12.333333333299999,-6.333333333330001,827.0,757.5,69.5
274,96,174,27,4,7.75,-3.75,736.0,753.25,-17.25
275,96,184,26,4,6.25,-2.25,700.0,754.25,-54.25
276,96,185,26,6,4.66666666667,1.33333333333,706.0,726.666666667,-20.6666666667
277,96,186,26,4,4.75,-0.75,712.0,714.0,-2.0
278,97,130,35,3,3.33333333333,-0.33333333333299997,697.0,717.0,-20.0
279,97,132,35,2,2.0,0.0,719.0,733.0,-14.0
280,97,137,34,4,6.25,-2.25,688.0,744.75,-56.75
281,97,138,34,7,5.57142857143,1.42857142857,753.0,724.714285714,28.285714285700003
282,97,139,34,6,6.333333333330001,-0.33333333333299997,704.0,744.166666667,-40.1666666667
283,97,141,34,6,6.666666666669999,-0.666666666667,747.0,772.0,-25.0
284,97,142,34,8,6.125,1.875,814.0,768.625,45.375
285,97,143,34,6,6.333333333330001,-0.33333333333299997,791.0,771.0,20.0
286,97,144,34,4,5.25,-1.25,690.0,755.0,-65.0
287,97,146,34,6,7.666666666669999,-1.6666666666699999,676.0,735.833333333,-59.8333333333
288,97,147,27,4,7.5,-3.5,763.0,887.5,-124.5
289,97,147,34,11,10.5454545455,0.45454545454499995,758.0,754.272727273,3.72727272727
290,97,148,27,8,10.25,-2.25,892.0,875.0,17.0
291,97,148,34,14,12.0,2.0,763.0,760.4285714289999,2.5714285714300003
292,97,148,35,14,12.0,2.0,796.0,758.0714285710001,37.9285714286
293,97,149,27,12,13.25,-1.25,977.0,900.583333333,76.4166666667
294,97,149,28,12,13.25,-1.25,741.0,920.25,-179.25
295,97,149,34,13,12.6923076923,0.307692307692,763.0,756.076923077,6.923076923080001
296,97,149,35,13,12.6923076923,0.307692307692,723.0,759.1538461539999,-36.1538461538
297,97,150,27,16,14.625,1.375,994.0,903.0,91.0
298,97,150,28,16,14.625,1.375,901.0,908.8125,-7.8125
299,97,150,34,12,11.333333333299999,0.666666666667,748.0,720.75,27.25
300,97,151,27,17,16.0588235294,0.941176470588,942.0,927.823529412,14.176470588199999
301,97,151,28,17,16.0588235294,0.941176470588,957.0,926.9411764710001,30.0588235294
302,97,151,34,10,10.1,-0.1,702.0,696.3,5.7
303,97,151,35,10,10.1,-0.1,677.0,698.8,-21.8
304,97,152,27,17,16.294117647100002,0.705882352941,928.0,917.529411765,10.4705882353
305,97,152,28,17,16.294117647100002,0.705882352941,1030.0,911.529411765,118.470588235
306,97,152,34,10,8.3,1.7,669.0,679.3,-10.3
307,97,153,27,16,16.0625,-0.0625,856.0,889.625,-33.625
308,97,153,28,16,16.0625,-0.0625,1013.0,879.8125,133.1875
309,97,153,34,6,7.0,-1.0,664.0,670.333333333,-6.333333333330001
310,97,154,27,15,15.4666666667,-0.46666666666699996,719.0,857.666666667,-138.66666666700002
311,97,154,28,15,15.4666666667,-0.46666666666699996,920.0,844.266666667,75.7333333333
312,97,155,27,14,15.0714285714,-1.0714285714299998,734.0,819.214285714,-85.2142857143
313,97,155,28,15,14.6,0.4,903.0,800.4666666669999,102.53333333299999
314,97,156,27,13,15.7692307692,-2.76923076923,750.0,797.384615385,-47.3846153846
315,97,156,28,16,14.8125,1.1875,845.0,781.1875,63.8125
316,97,157,28,19,14.8947368421,4.1052631578900005,762.0,763.0526315789999,-1.05263157895
317,97,157,29,14,15.5714285714,-1.57142857143,740.0,765.9285714289999,-25.9285714286
318,97,158,27,11,17.5454545455,-6.545454545449999,662.0,756.363636364,-94.36363636360001
319,97,158,28,19,15.8947368421,3.1052631578900005,731.0,767.631578947,-36.631578947399994
320,97,158,29,15,16.8,-1.8,790.0,771.0666666669999,18.9333333333
321,97,159,28,19,15.7894736842,3.21052631579,733.0,774.157894737,-41.157894736799996
322,97,159,29,17,16.411764705899998,0.588235294118,814.0,784.2352941180001,29.764705882399998
323,97,159,33,5,6.6,-1.6,727.0,722.8,4.2
324,97,159,34,5,6.6,-1.6,709.0,726.4,-17.4
325,97,160,28,16,16.1875,-0.1875,754.0,782.1875,-28.1875
326,97,160,29,18,16.611111111099998,1.38888888889,813.0,798.666666667,14.333333333299999
327,97,160,30,13,16.3076923077,-3.30769230769,732.0,794.384615385,-62.3846153846
328,97,160,33,6,6.166666666669999,-0.166666666667,753.0,724.5,28.5
329,97,161,29,20,16.45,3.55,774.0,799.45,-25.45
330,97,161,30,16,16.625,-0.625,830.0,786.6875,43.3125
331,97,161,33,4,5.75,-1.75,765.0,719.5,45.5
332,97,162,27,8,10.0,-2.0,642.0,755.5,-113.5
333,97,162,29,20,16.7,3.3,776.0,792.25,-16.25
334,97,162,30,17,17.0,0.0,849.0,783.3529411760001,65.6470588235
335,97,162,33,2,5.0,-3.0,691.0,747.0,-56.0
336,97,163,27,8,9.0,-1.0,658.0,748.0,-90.0
337,97,163,29,18,15.833333333299999,2.16666666667,791.0,781.666666667,9.333333333330001
338,97,163,30,16,16.0,0.0,803.0,779.375,23.625
339,97,164,27,7,8.0,-1.0,671.0,755.142857143,-84.1428571429
340,97,164,29,14,14.2142857143,-0.214285714286,723.0,764.642857143,-41.6428571429
341,97,164,30,13,14.2307692308,-1.23076923077,777.0,760.0,17.0
342,97,165,25,4,5.0,-1.0,746.0,620.75,125.25
343,97,165,27,5,6.0,-1.0,667.0,725.6,-58.6
344,97,165,30,11,11.3636363636,-0.363636363636,710.0,717.545454545,-7.545454545449999
345,97,166,25,5,5.0,0.0,710.0,672.4,37.6
346,97,166,27,3,6.0,-3.0,637.0,712.0,-75.0
347,97,166,29,10,9.1,0.9,628.0,673.2,-45.2
348,97,166,30,10,9.1,0.9,666.0,669.4,-3.4
349,97,167,25,6,6.333333333330001,-0.33333333333299997,644.0,693.666666667,-49.6666666667
350,97,167,29,9,8.333333333330001,0.666666666667,650.0,646.7777777780001,3.22222222222
351,97,167,30,9,8.333333333330001,0.666666666667,652.0,646.555555556,5.44444444444
352,97,168,25,7,7.1428571428600005,-0.14285714285700002,597.0,699.4285714289999,-102.428571429
353,97,168,26,7,7.1428571428600005,-0.14285714285700002,749.0,677.714285714,71.2857142857
354,97,168,29,6,8.333333333330001,-2.33333333333,625.0,644.5,-19.5
355,97,169,25,7,8.14285714286,-1.14285714286,593.0,676.0,-83.0
356,97,169,26,8,7.5,0.5,682.0,670.25,11.75
357,97,170,26,9,8.88888888889,0.111111111111,643.0,652.111111111,-9.11111111111
358,97,170,29,10,14.8,-4.8,606.0,669.6,-63.6
359,97,170,30,14,13.9285714286,0.07142857142860001,615.0,689.642857143,-74.6428571429
360,97,170,31,13,13.153846153800002,-0.153846153846,730.0,678.692307692,51.3076923077
361,97,171,26,12,10.5,1.5,633.0,669.166666667,-36.1666666667
362,97,171,29,17,15.2352941176,1.7647058823500001,696.0,692.294117647,3.7058823529400002
363,97,171,30,22,14.090909090899999,7.909090909089999,725.0,704.863636364,20.136363636400002
364,97,171,31,18,13.833333333299999,4.16666666667,800.0,697.9444444439999,102.055555556
365,97,171,32,10,12.4,-2.4,638.0,734.4,-96.4
