voxel_id,x,y,z,num_of_neighbor_lesions,avg_of_num_of_neighbor_lesions,diff_of_num_of_neighbor_lesions_and_avg_of_num_of_neighbor_lesions,voxel_intensity,average_intensity_of_neighbor_voxels,diff_of_vox_int_and_avg_int_of_nei_vox
6781,99,204,19,16,14.9375,1.0625,665.0,665.1875,-0.1875
6782,99,204,20,21,15.0952380952,5.90476190476,689.0,669.571428571,19.4285714286
6783,99,204,21,18,16.3333333333,1.66666666667,629.0,691.388888889,-62.3888888889
6784,99,204,22,17,15.8235294118,1.17647058824,690.0,691.117647059,-1.11764705882
6785,99,204,23,14,16.0714285714,-2.07142857143,685.0,697.642857143,-12.6428571429
6786,99,205,19,13,15.0769230769,-2.07692307692,593.0,666.0,-73.0
6787,99,205,20,16,15.5,0.5,730.0,651.3125,78.6875
6788,99,206,20,8,14.25,-6.25,616.0,652.125,-36.125
6789,100,81,35,10,13.3,-3.3,604.0,630.1,-26.1
6790,100,81,36,10,13.3,-3.3,608.0,629.7,-21.7
6791,100,82,35,15,14.0666666667,0.933333333333,650.0,647.066666667,2.93333333333
6792,100,82,36,15,14.0666666667,0.933333333333,630.0,648.4,-18.4
6793,100,83,35,17,15.2352941176,1.76470588235,709.0,663.411764706,45.5882352941
6794,100,83,36,17,15.2352941176,1.76470588235,630.0,668.058823529,-38.0588235294
6795,100,84,35,17,16.1764705882,0.823529411765,705.0,689.058823529,15.9411764706
6796,100,84,36,17,16.1764705882,0.823529411765,686.0,690.176470588,-4.17647058824
6797,100,85,35,17,16.6470588235,0.352941176471,713.0,714.294117647,-1.29411764706
6798,100,85,36,17,16.6470588235,0.352941176471,721.0,713.823529412,7.17647058824
6799,100,86,35,17,16.8823529412,0.117647058824,761.0,729.294117647,31.7058823529
6800,100,86,36,17,16.8823529412,0.117647058824,741.0,730.470588235,10.5294117647
6801,100,87,35,17,17.0,0.0,742.0,740.941176471,1.05882352941
6802,100,87,36,17,17.0,0.0,767.0,739.470588235,27.5294117647
6803,100,88,35,17,17.0,0.0,736.0,745.647058824,-9.64705882353
6804,100,88,36,17,17.0,0.0,759.0,744.294117647,14.7058823529
6805,100,88,38,3,3.66666666667,-0.666666666667,659.0,605.333333333,53.6666666667
6806,100,89,35,17,17.0588235294,-0.0588235294118,753.0,746.411764706,6.58823529412
6807,100,89,36,17,17.0588235294,-0.0588235294118,741.0,747.117647059,-6.11764705882
6808,100,89,38,3,3.66666666667,-0.666666666667,535.0,646.666666667,-111.666666667
6809,100,90,35,17,17.1764705882,-0.176470588235,731.0,738.0,-7.0
6810,100,90,36,17,17.1764705882,-0.176470588235,737.0,737.647058824,-0.647058823529
6811,100,91,35,17,17.0,0.0,708.0,731.294117647,-23.2941176471
6812,100,91,36,17,17.0,0.0,714.0,730.941176471,-16.9411764706
6813,100,92,35,16,16.9375,-0.9375,740.0,737.0,3.0
6814,100,92,36,16,16.9375,-0.9375,731.0,737.5625,-6.5625
6815,100,93,35,16,16.8125,-0.8125,820.0,766.5,53.5
6816,100,93,36,17,16.3529411765,0.647058823529,778.0,757.235294118,20.7647058824
6817,100,94,35,16,17.5625,-1.5625,843.0,791.6875,51.3125
6818,100,94,36,17,17.0588235294,-0.0588235294118,776.0,782.411764706,-6.41176470588
6819,100,95,35,17,17.9411764706,-0.941176470588,804.0,797.941176471,6.05882352941
6820,100,95,36,19,17.1052631579,1.89473684211,809.0,773.578947368,35.4210526316
6821,100,96,35,17,18.6470588235,-1.64705882353,774.0,781.176470588,-7.17647058824
6822,100,96,36,18,18.2222222222,-0.222222222222,811.0,767.444444444,43.5555555556
6823,100,97,35,17,19.1176470588,-2.11764705882,764.0,775.058823529,-11.0588235294
6824,100,97,36,20,18.1,1.9,727.0,752.25,-25.25
6825,100,98,35,17,20.0,-3.0,814.0,768.647058824,45.3529411765
6826,100,98,36,22,18.6818181818,3.31818181818,751.0,746.045454545,4.95454545455
6827,100,98,37,13,20.3846153846,-7.38461538462,629.0,732.307692308,-103.307692308
6828,100,99,35,17,20.8235294118,-3.82352941176,818.0,753.823529412,64.1764705882
6829,100,99,36,25,18.96,6.04,786.0,726.68,59.32
6830,100,99,37,16,20.625,-4.625,680.0,714.125,-34.125
6831,100,100,35,17,21.3529411765,-4.35294117647,726.0,730.764705882,-4.76470588235
6832,100,100,36,26,19.5769230769,6.42307692308,751.0,711.576923077,39.4230769231
6833,100,100,37,17,21.5294117647,-4.52941176471,690.0,710.941176471,-20.9411764706
6834,100,101,35,17,21.7058823529,-4.70588235294,671.0,709.941176471,-38.9411764706
6835,100,101,36,26,20.3461538462,5.65384615385,756.0,700.115384615,55.8846153846
6836,100,101,37,18,22.0555555556,-4.05555555556,697.0,703.333333333,-6.33333333333
6837,100,102,35,17,21.7647058824,-4.76470588235,689.0,714.411764706,-25.4117647059
6838,100,102,36,26,21.0769230769,4.92307692308,731.0,708.5,22.5
6839,100,102,37,20,22.2,-2.2,718.0,699.0,19.0
6840,100,103,35,17,21.5882352941,-4.58823529412,741.0,722.352941176,18.6470588235
6841,100,103,36,26,21.6923076923,4.30769230769,715.0,715.923076923,-0.923076923077
6842,100,103,37,23,22.0434782609,0.95652173913,706.0,691.0,15.0
6843,100,103,38,14,20.2857142857,-6.28571428571,618.0,679.785714286,-61.7857142857
6844,100,104,19,3,5.66666666667,-2.66666666667,645.0,676.0,-31.0
6845,100,104,35,17,19.7647058824,-2.76470588235,762.0,703.352941176,58.6470588235
6846,100,104,36,26,20.6153846154,5.38461538462,729.0,698.730769231,30.2692307692
6847,100,104,37,25,20.92,4.08,676.0,675.48,0.52
6848,100,104,38,16,19.6875,-3.6875,636.0,666.75,-30.75
6849,100,105,35,12,19.3333333333,-7.33333333333,698.0,689.833333333,8.16666666667
6850,100,105,36,21,19.7142857143,1.28571428571,643.0,684.80952381,-41.8095238095
6851,100,105,37,22,19.6818181818,2.31818181818,667.0,663.272727273,3.72727272727
6852,100,105,38,15,18.7333333333,-3.73333333333,642.0,658.266666667,-16.2666666667
6853,100,106,19,4,6.5,-2.5,614.0,643.25,-29.25
6854,100,106,37,18,17.3888888889,0.611111111111,667.0,654.111111111,12.8888888889
6855,100,107,36,15,14.4,0.6,648.0,658.666666667,-10.6666666667
6856,100,107,37,13,15.3076923077,-2.30769230769,658.0,658.846153846,-0.846153846154
6857,100,108,35,7,14.5714285714,-7.57142857143,648.0,664.285714286,-16.2857142857
6858,100,108,36,14,12.4285714286,1.57142857143,665.0,656.142857143,8.85714285714
6859,100,108,37,10,13.6,-3.6,675.0,660.6,14.4
6860,100,109,37,9,11.3333333333,-2.33333333333,674.0,641.111111111,32.8888888889
6861,100,110,37,10,11.4,-1.4,636.0,639.0,-3.0
6862,100,110,38,8,10.875,-2.875,604.0,640.25,-36.25
6863,100,111,20,1,1.0,0.0,695.0,619.0,76.0
6864,100,111,35,7,14.4285714286,-7.42857142857,622.0,673.857142857,-51.8571428571
6865,100,111,37,16,13.375,2.625,650.0,646.0625,3.9375
6866,100,111,38,12,12.9166666667,-0.916666666667,646.0,639.666666667,6.33333333333
6867,100,112,35,11,16.0,-5.0,660.0,697.181818182,-37.1818181818
6868,100,112,37,21,16.1904761905,4.80952380952,700.0,671.333333333,28.6666666667
6869,100,112,38,15,15.5333333333,-0.533333333333,658.0,656.333333333,1.66666666667
6870,100,113,23,2,5.0,-3.0,686.0,693.5,-7.5
6871,100,113,35,13,17.6153846154,-4.61538461538,652.0,712.153846154,-60.1538461538
6872,100,113,36,22,18.4090909091,3.59090909091,706.0,698.590909091,7.40909090909
6873,100,113,37,24,17.875,6.125,729.0,682.666666667,46.3333333333
6874,100,113,38,17,17.2352941176,-0.235294117647,664.0,665.764705882,-1.76470588235
6875,100,114,22,5,5.0,0.0,712.0,673.6,38.4
6876,100,114,23,5,5.0,0.0,675.0,681.0,-6.0
6877,100,114,35,14,18.7142857143,-4.71428571429,660.0,731.642857143,-71.6428571429
6878,100,114,36,23,19.652173913,3.34782608696,825.0,710.391304348,114.608695652
6879,100,114,37,24,19.3333333333,4.66666666667,721.0,698.458333333,22.5416666667
6880,100,114,38,17,18.5294117647,-1.52941176471,636.0,676.235294118,-40.2352941176
6881,100,115,23,6,6.0,0.0,645.0,684.166666667,-39.1666666667
6882,100,115,35,15,19.4666666667,-4.46666666667,718.0,749.333333333,-31.3333333333
6883,100,115,36,24,20.375,3.625,865.0,721.958333333,143.041666667
6884,100,115,37,24,20.2083333333,3.79166666667,703.0,707.458333333,-4.45833333333
6885,100,115,38,17,19.1176470588,-2.11764705882,647.0,674.882352941,-27.8823529412
6886,100,116,23,7,6.28571428571,0.714285714286,664.0,663.571428571,0.428571428571
6887,100,116,35,16,19.8125,-3.8125,744.0,778.1875,-34.1875
6888,100,116,36,25,20.68,4.32,845.0,741.6,103.4
6889,100,116,37,25,20.6,4.4,686.0,718.2,-32.2
6890,100,116,38,17,19.4705882353,-2.47058823529,657.0,672.117647059,-15.1176470588
6891,100,117,23,6,6.0,0.0,637.0,666.833333333,-29.8333333333
6892,100,117,35,15,18.5333333333,-3.53333333333,767.0,773.533333333,-6.53333333333
6893,100,117,36,24,19.875,4.125,866.0,735.333333333,130.666666667
6894,100,117,37,24,20.5,3.5,677.0,714.833333333,-37.8333333333
6895,100,117,38,17,19.5882352941,-2.58823529412,651.0,669.352941176,-18.3529411765
6896,100,118,23,4,6.0,-2.0,649.0,658.25,-9.25
6897,100,118,35,11,17.6363636364,-6.63636363636,702.0,775.0,-73.0
6898,100,118,37,23,19.4347826087,3.5652173913,668.0,707.130434783,-39.1304347826
6899,100,118,38,17,19.1764705882,-2.17647058824,664.0,670.764705882,-6.76470588235
6900,100,119,36,16,18.5625,-2.5625,800.0,709.1875,90.8125
6901,100,119,37,22,18.1363636364,3.86363636364,723.0,691.045454545,31.9545454545
6902,100,119,38,17,18.5294117647,-1.52941176471,655.0,684.470588235,-29.4705882353
6903,100,120,36,14,19.2142857143,-5.21428571429,644.0,724.428571429,-80.4285714286
6904,100,120,37,22,17.6363636364,4.36363636364,776.0,693.681818182,82.3181818182
6905,100,120,38,17,17.8823529412,-0.882352941176,655.0,703.352941176,-48.3529411765
6906,100,121,37,21,17.4285714286,3.57142857143,776.0,684.761904762,91.2380952381
6907,100,121,38,17,17.2352941176,-0.235294117647,689.0,701.117647059,-12.1176470588
6908,100,122,35,9,17.6666666667,-8.66666666667,672.0,722.111111111,-50.1111111111
6909,100,122,37,20,18.1,1.9,703.0,688.4,14.6
6910,100,122,38,15,17.5333333333,-2.53333333333,676.0,688.666666667,-12.6666666667
6911,100,123,35,13,17.8461538462,-4.84615384615,729.0,735.846153846,-6.84615384615
6912,100,123,36,21,18.5238095238,2.47619047619,745.0,712.619047619,32.380952381
6913,100,123,37,21,18.7619047619,2.2380952381,641.0,695.666666667,-54.6666666667
6914,100,123,38,14,18.0,-4.0,652.0,665.142857143,-13.1428571429
6915,100,124,35,15,18.6666666667,-3.66666666667,677.0,740.866666667,-63.8666666667
6916,100,124,36,23,19.4782608696,3.52173913043,835.0,706.086956522,128.913043478
6917,100,124,37,22,19.8181818182,2.18181818182,653.0,702.772727273,-49.7727272727
6918,100,124,38,13,19.4615384615,-6.46153846154,636.0,652.230769231,-16.2307692308
6919,100,125,35,14,19.2142857143,-5.21428571429,625.0,742.714285714,-117.714285714
6920,100,125,36,23,20.1304347826,2.86956521739,810.0,703.434782609,106.565217391
6921,100,125,37,24,19.9166666667,4.08333333333,643.0,705.333333333,-62.3333333333
6922,100,125,38,15,19.5333333333,-4.53333333333,628.0,651.6,-23.6
6923,100,126,36,21,20.8571428571,0.142857142857,819.0,709.476190476,109.523809524
6924,100,126,37,25,20.12,4.88,668.0,720.24,-52.24
6925,100,126,38,16,20.4375,-4.4375,648.0,682.6875,-34.6875
6926,100,127,36,19,21.1578947368,-2.15789473684,809.0,717.0,92.0
6927,100,127,37,26,19.7692307692,6.23076923077,713.0,732.307692308,-19.3076923077
6928,100,127,38,17,20.7647058824,-3.76470588235,768.0,713.470588235,54.5294117647
6929,100,128,36,17,21.3529411765,-4.35294117647,715.0,711.705882353,3.29411764706
6930,100,128,37,25,19.8,5.2,736.0,734.44,1.56
6931,100,128,38,17,21.2941176471,-4.29411764706,776.0,742.176470588,33.8235294118
6932,100,129,25,4,4.25,-0.25,646.0,666.25,-20.25
6933,100,129,36,16,21.3125,-5.3125,634.0,700.375,-66.375
6934,100,129,37,25,19.4,5.6,731.0,720.92,10.08
6935,100,129,38,17,21.2352941176,-4.23529411765,753.0,744.235294118,8.76470588235
6936,100,130,25,6,4.5,1.5,724.0,670.166666667,53.8333333333
6937,100,130,36,16,21.5,-5.5,692.0,694.5,-2.5
6938,100,130,37,25,19.44,5.56,726.0,720.6,5.4
6939,100,130,38,17,21.1176470588,-4.11764705882,776.0,739.588235294,36.4117647059
6940,100,131,25,6,5.83333333333,0.166666666667,705.0,707.666666667,-2.66666666667
6941,100,131,36,18,20.1111111111,-2.11111111111,727.0,677.388888889,49.6111111111
6942,100,131,37,25,19.12,5.88,718.0,715.48,2.52
6943,100,131,38,16,20.875,-4.875,825.0,728.0,97.0
6944,100,132,25,6,8.83333333333,-2.83333333333,708.0,729.0,-21.0
6945,100,132,35,8,17.375,-9.375,574.0,670.75,-96.75
6946,100,132,36,17,20.1764705882,-3.17647058824,646.0,664.588235294,-18.5882352941
6947,100,132,37,23,19.2608695652,3.73913043478,648.0,692.434782609,-44.4347826087
6948,100,132,38,15,20.8,-5.8,734.0,698.266666667,35.7333333333
6949,100,133,22,3,7.0,-4.0,859.0,771.0,88.0
6950,100,133,25,8,9.375,-1.375,683.0,697.0,-14.0
6951,100,133,37,23,19.3043478261,3.69565217391,648.0,663.304347826,-15.3043478261
6952,100,134,25,7,10.0,-3.0,650.0,687.285714286,-37.2857142857
6953,100,134,26,7,10.0,-3.0,613.0,692.571428571,-79.5714285714
6954,100,134,36,17,20.2352941176,-3.23529411765,626.0,687.235294118,-61.2352941176
6955,100,134,37,24,19.75,4.25,772.0,663.583333333,108.416666667
6956,100,134,38,19,19.8421052632,-0.842105263158,610.0,657.789473684,-47.7894736842
6957,100,135,36,19,19.8421052632,-0.842105263158,762.0,698.210526316,63.7894736842
6958,100,135,37,24,20.0833333333,3.91666666667,782.0,682.833333333,99.1666666667
6959,100,135,38,19,19.7894736842,-0.789473684211,630.0,653.894736842,-23.8947368421
6960,100,135,39,10,17.7,-7.7,583.0,614.4,-31.4
6961,100,136,36,20,19.55,0.45,816.0,708.25,107.75
6962,100,136,37,24,19.5833333333,4.41666666667,658.0,704.0,-46.0
6963,100,137,34,6,15.5,-9.5,595.0,675.0,-80.0
6964,100,137,36,20,19.7,0.3,870.0,706.15,163.85
6965,100,137,37,23,19.347826087,3.65217391304,614.0,708.913043478,-94.9130434783
6966,100,137,38,16,19.75,-3.75,637.0,646.625,-9.625
6967,100,138,23,5,7.2,-2.2,775.0,734.4,40.6
6968,100,138,34,10,15.2,-5.2,624.0,694.3,-70.3
6969,100,138,35,17,16.3529411765,0.647058823529,664.0,747.705882353,-83.7058823529
6970,100,138,36,20,20.05,-0.05,900.0,718.6,181.4
6971,100,138,37,24,19.0833333333,4.91666666667,622.0,716.166666667,-94.1666666667
6972,100,138,38,17,19.5294117647,-2.52941176471,702.0,664.705882353,37.2941176471
6973,100,139,34,13,15.5384615385,-2.53846153846,643.0,693.615384615,-50.6153846154
6974,100,139,35,19,16.4736842105,2.52631578947,726.0,731.105263158,-5.10526315789
6975,100,139,36,20,20.45,-0.45,879.0,720.4,158.6
6976,100,139,37,23,19.5652173913,3.4347826087,641.0,716.695652174,-75.6956521739
6977,100,139,38,17,19.9411764706,-2.94117647059,741.0,672.176470588,68.8235294118
6978,100,140,34,13,15.3846153846,-2.38461538462,624.0,688.846153846,-64.8461538462
6979,100,140,35,18,16.5555555556,1.44444444444,818.0,711.333333333,106.666666667
6980,100,140,36,19,20.9473684211,-1.94736842105,884.0,711.157894737,172.842105263
6981,100,140,37,22,19.8636363636,2.13636363636,636.0,696.363636364,-60.3636363636
6982,100,140,38,17,19.9411764706,-2.94117647059,686.0,660.411764706,25.5882352941
6983,100,141,35,17,17.4117647059,-0.411764705882,825.0,693.470588235,131.529411765
6984,100,141,37,23,20.2173913043,2.78260869565,612.0,674.608695652,-62.6086956522
6985,100,141,38,17,20.0,-3.0,625.0,642.235294118,-17.2352941176
6986,100,142,26,4,4.25,-0.25,671.0,742.25,-71.25
6987,100,142,35,16,19.3125,-3.3125,649.0,669.4375,-20.4375
6988,100,142,36,23,21.2173913043,1.78260869565,720.0,677.434782609,42.5652173913
6989,100,142,37,24,20.7083333333,3.29166666667,654.0,667.583333333,-13.5833333333
6990,100,142,38,17,19.7647058824,-2.76470588235,614.0,655.529411765,-41.5294117647
6991,100,143,26,4,4.25,-0.25,850.0,718.75,131.25
6992,100,143,35,17,20.9411764706,-3.94117647059,552.0,681.941176471,-129.941176471
6993,100,143,36,26,21.2307692308,4.76923076923,626.0,700.153846154,-74.1538461538
6994,100,143,37,24,21.375,2.625,780.0,693.208333333,86.7916666667
6995,100,143,38,15,19.9333333333,-4.93333333333,656.0,694.2,-38.2
6996,100,144,35,17,22.0,-5.0,641.0,687.411764706,-46.4117647059
6997,100,144,36,26,21.5384615385,4.46153846154,687.0,721.961538462,-34.9615384615
6998,100,144,37,22,21.7727272727,0.227272727273,826.0,725.590909091,100.409090909
6999,100,145,35,18,21.8888888889,-3.88888888889,646.0,710.555555556,-64.5555555556
7000,100,145,36,26,21.4615384615,4.53846153846,755.0,742.461538462,12.5384615385
7001,100,145,37,20,22.1,-2.1,806.0,748.9,57.1
7002,100,146,35,19,21.5263157895,-2.52631578947,678.0,703.368421053,-25.3684210526
7003,100,146,36,26,21.3461538462,4.65384615385,735.0,736.230769231,-1.23076923077
7004,100,146,37,20,21.65,-1.65,764.0,743.25,20.75
7005,100,147,35,19,21.2105263158,-2.21052631579,655.0,680.789473684,-25.7894736842
7006,100,147,36,26,20.8461538462,5.15384615385,755.0,706.461538462,48.5384615385
7007,100,147,37,20,20.95,-0.95,719.0,714.15,4.85
7008,100,148,35,18,21.0,-3.0,628.0,673.388888889,-45.3888888889
7009,100,148,36,25,20.16,4.84,694.0,685.96,8.04
7010,100,148,37,18,20.4444444444,-2.44444444444,708.0,678.111111111,29.8888888889
7011,100,149,35,19,19.6842105263,-0.684210526316,767.0,681.473684211,85.5263157895
7012,100,149,36,23,19.4782608696,3.52173913043,599.0,693.260869565,-94.2608695652
7013,100,149,37,15,19.6,-4.6,660.0,650.933333333,9.06666666667
7014,100,150,34,11,18.9090909091,-7.90909090909,610.0,741.727272727,-131.727272727
7015,100,150,35,20,18.7,1.3,860.0,695.65,164.35
7016,100,150,36,19,19.1052631579,-0.105263157895,678.0,709.894736842,-31.8947368421
7017,100,151,34,16,19.25,-3.25,639.0,711.0,-72.0
7018,100,151,36,18,19.3888888889,-1.38888888889,764.0,741.444444444,22.5555555556
7019,100,152,33,14,18.2142857143,-4.21428571429,607.0,637.071428571,-30.0714285714
7020,100,152,34,20,20.7,-0.7,620.0,698.45,-78.45
7021,100,152,35,24,20.9583333333,3.04166666667,816.0,723.666666667,92.3333333333
7022,100,152,36,18,20.5555555556,-2.55555555556,769.0,759.0,10.0
7023,100,153,32,8,16.25,-8.25,715.0,664.5,50.5
7024,100,153,33,17,18.8823529412,-1.88235294118,667.0,646.941176471,20.0588235294
7025,100,153,34,24,21.625,2.375,623.0,714.708333333,-91.7083333333
7026,100,153,35,26,22.3461538462,3.65384615385,829.0,748.538461538,80.4615384615
7027,100,153,36,21,21.0476190476,-0.047619047619,817.0,777.428571429,39.5714285714
7028,100,154,33,17,19.5882352941,-2.58823529412,690.0,667.882352941,22.1176470588
7029,100,154,34,24,22.2083333333,1.79166666667,649.0,728.041666667,-79.0416666667
7030,100,154,35,26,22.8076923077,3.19230769231,855.0,767.115384615,87.8846153846
7031,100,154,36,21,21.3333333333,-0.333333333333,864.0,786.523809524,77.4761904762
7032,100,154,37,12,19.0833333333,-7.08333333333,619.0,775.333333333,-156.333333333
7033,100,155,33,15,20.0666666667,-5.06666666667,673.0,691.066666667,-18.0666666667
7034,100,155,34,23,22.0,1.0,675.0,741.652173913,-66.652173913
7035,100,155,35,26,22.1153846154,3.88461538462,808.0,774.576923077,33.4230769231
7036,100,155,36,20,21.15,-1.15,863.0,786.6,76.4
7037,100,156,33,13,19.7692307692,-6.76923076923,742.0,705.461538462,36.5384615385
7038,100,156,34,22,21.4090909091,0.590909090909,697.0,735.363636364,-38.3636363636
7039,100,156,35,26,21.1153846154,4.88461538462,788.0,755.076923077,32.9230769231
7040,100,156,36,18,21.2777777778,-3.27777777778,795.0,767.722222222,27.2777777778
7041,100,157,34,20,20.7,-0.7,697.0,725.45,-28.45
7042,100,157,35,25,20.12,4.88,723.0,734.16,-11.16
7043,100,157,36,17,20.7647058824,-3.76470588235,745.0,742.352941176,2.64705882353
7044,100,158,34,16,20.3125,-4.3125,689.0,719.1875,-30.1875
7045,100,158,35,23,18.9130434783,4.08695652174,701.0,725.608695652,-24.6086956522
7046,100,158,36,16,19.625,-3.625,781.0,726.3125,54.6875
7047,100,159,34,14,19.0714285714,-5.07142857143,711.0,737.785714286,-26.7857142857
7048,100,159,36,15,18.7333333333,-3.73333333333,766.0,729.733333333,36.2666666667
7049,100,160,34,14,18.9285714286,-4.92857142857,733.0,768.571428571,-35.5714285714
7050,100,160,36,15,18.8,-3.8,693.0,748.533333333,-55.5333333333
7051,100,161,34,15,19.7333333333,-4.73333333333,724.0,774.533333333,-50.5333333333
7052,100,161,35,24,17.9583333333,6.04166666667,799.0,743.708333333,55.2916666667
7053,100,161,36,16,19.625,-3.625,708.0,750.375,-42.375
7054,100,162,34,16,20.125,-4.125,750.0,762.125,-12.125
7055,100,162,35,25,18.2,6.8,785.0,734.96,50.04
7056,100,162,36,17,19.5882352941,-2.58823529412,740.0,733.058823529,6.94117647059
7057,100,163,34,16,19.3125,-3.3125,780.0,737.5,42.5
7058,100,163,35,23,17.7826086957,5.21739130435,745.0,719.826086957,25.1739130435
7059,100,163,36,15,19.0666666667,-4.06666666667,668.0,715.866666667,-47.8666666667
7060,100,164,34,16,17.375,-1.375,714.0,704.25,9.75
7061,100,164,35,20,16.55,3.45,726.0,690.55,35.45
7062,100,165,34,15,15.4666666667,-0.466666666667,664.0,671.933333333,-7.93333333333
7063,100,165,35,16,15.25,0.75,643.0,669.0625,-26.0625
7064,100,166,34,13,13.7692307692,-0.769230769231,694.0,645.615384615,48.3846153846
7065,100,166,35,13,13.7692307692,-0.769230769231,559.0,656.0,-97.0
7066,100,167,34,11,12.2727272727,-1.27272727273,675.0,647.272727273,27.7272727273
7067,100,168,34,10,11.3,-1.3,622.0,650.9,-28.9
7068,100,169,34,10,11.2,-1.2,610.0,655.8,-45.8
7069,100,170,34,11,11.9090909091,-0.909090909091,641.0,667.0,-26.0
7070,100,170,36,5,5.0,0.0,592.0,657.4,-65.4
7071,100,171,34,12,12.8333333333,-0.833333333333,683.0,680.0,3.0
7072,100,171,36,5,4.8,0.2,719.0,642.0,77.0
7073,100,172,33,13,13.7692307692,-0.769230769231,758.0,680.538461538,77.4615384615
7074,100,172,34,13,13.7692307692,-0.769230769231,670.0,687.307692308,-17.3076923077
7075,100,172,36,4,4.0,0.0,670.0,658.0,12.0
7076,100,173,33,14,13.8571428571,0.142857142857,721.0,678.428571429,42.5714285714
7077,100,173,34,14,13.8571428571,0.142857142857,671.0,682.0,-11.0
7078,100,174,33,13,13.7692307692,-0.769230769231,707.0,673.538461538,33.4615384615
7079,100,174,34,13,13.7692307692,-0.769230769231,673.0,676.153846154,-3.15384615385
7080,100,175,33,13,13.0,0.0,699.0,663.538461538,35.4615384615
7081,100,175,34,13,13.0,0.0,612.0,670.230769231,-58.2307692308
7082,100,176,33,12,13.25,-1.25,694.0,669.416666667,24.5833333333
7083,100,176,34,12,13.25,-1.25,586.0,678.416666667,-92.4166666667
7084,100,177,33,13,13.5384615385,-0.538461538462,721.0,666.846153846,54.1538461538
7085,100,178,33,14,14.5714285714,-0.571428571429,694.0,676.214285714,17.7857142857
7086,100,179,32,14,15.8571428571,-1.85714285714,677.0,698.142857143,-21.1428571429
7087,100,179,33,17,15.4705882353,1.52941176471,698.0,685.823529412,12.1764705882
7088,100,180,32,18,16.8888888889,1.11111111111,694.0,710.111111111,-16.1111111111
7089,100,180,33,19,16.7894736842,2.21052631579,755.0,691.842105263,63.1578947368
7090,100,181,31,13,18.5384615385,-5.53846153846,736.0,715.846153846,20.1538461538
7091,100,181,32,22,17.4545454545,4.54545454545,709.0,710.409090909,-1.40909090909
7092,100,181,33,19,17.8947368421,1.10526315789,736.0,698.0,38.0
7093,100,182,31,16,18.9375,-2.9375,699.0,707.125,-8.125
7094,100,182,32,23,17.8260869565,5.17391304348,732.0,701.086956522,30.9130434783
7095,100,182,33,16,19.0625,-3.0625,640.0,701.5625,-61.5625
7096,100,183,31,17,18.6470588235,-1.64705882353,661.0,683.176470588,-22.1764705882
7097,100,183,32,22,17.5454545455,4.45454545455,700.0,678.772727273,21.2272727273
7098,100,184,31,16,17.5,-1.5,664.0,649.125,14.875
7099,100,184,32,18,17.0,1.0,661.0,655.0,6.0
7100,100,185,31,15,15.4666666667,-0.466666666667,611.0,649.6,-38.6
7101,100,185,32,14,16.0,-2.0,621.0,635.071428571,-14.0714285714
7102,100,186,30,10,17.3,-7.3,773.0,678.9,94.1
7103,100,186,32,13,17.0,-4.0,610.0,634.769230769,-24.7692307692
7104,100,186,35,1,2.0,-1.0,627.0,618.0,9.0
7105,100,187,14,0,,,465.0,,
7106,100,187,30,14,19.0,-5.0,801.0,704.857142857,96.1428571429
7107,100,187,31,22,17.1818181818,4.81818181818,613.0,695.0,-82.0
7108,100,187,32,14,19.1428571429,-5.14285714286,654.0,656.285714286,-2.28571428571
7109,100,188,30,17,20.4117647059,-3.41176470588,786.0,711.941176471,74.0588235294
7110,100,188,31,25,18.56,6.44,671.0,695.92,-24.92
7111,100,188,32,16,19.75,-3.75,632.0,661.9375,-29.9375
7112,100,189,30,20,20.75,-0.75,796.0,696.8,99.2
7113,100,189,31,24,19.75,4.25,600.0,693.666666667,-93.6666666667
7114,100,189,32,15,19.9333333333,-4.93333333333,599.0,649.133333333,-50.1333333333
7115,100,190,29,15,20.2,-5.2,651.0,731.133333333,-80.1333333333
7116,100,190,30,23,20.4782608696,2.52173913043,827.0,686.913043478,140.086956522
7117,100,190,31,22,20.3181818182,1.68181818182,578.0,689.045454545,-111.045454545
7118,100,190,32,13,19.0769230769,-6.07692307692,613.0,626.615384615,-13.6153846154
7119,100,191,29,17,20.8235294118,-3.82352941176,652.0,734.705882353,-82.7058823529
7120,100,191,30,26,20.1538461538,5.84615384615,816.0,694.807692308,121.192307692
7121,100,191,31,20,21.05,-1.05,638.0,696.6,-58.6
7122,100,192,29,17,21.8823529412,-4.88235294118,717.0,752.117647059,-35.1176470588
7123,100,192,30,25,20.48,4.52,786.0,727.24,58.76
7124,100,192,31,17,21.6470588235,-4.64705882353,684.0,726.882352941,-42.8823529412
7125,100,193,29,20,21.85,-1.85,743.0,784.95,-41.95
7126,100,193,30,24,21.125,2.875,798.0,760.833333333,37.1666666667
7127,100,193,31,16,21.5625,-5.5625,739.0,757.0625,-18.0625
7128,100,194,28,17,21.1176470588,-4.11764705882,835.0,770.588235294,64.4117647059
7129,100,194,29,23,23.0869565217,-0.0869565217391,757.0,800.652173913,-43.652173913
7130,100,194,30,24,22.7083333333,1.29166666667,833.0,770.291666667,62.7083333333
7131,100,194,31,18,21.3333333333,-3.33333333333,762.0,749.555555556,12.4444444444
7132,100,194,33,5,11.6,-6.6,544.0,583.6,-39.6
