voxel_id,x,y,z,num_of_neighbor_lesions,avg_of_num_of_neighbor_lesions,diff_of_num_of_neighbor_lesions_and_avg_of_num_of_neighbor_lesions,voxel_intensity,average_intensity_of_neighbor_voxels,diff_of_vox_int_and_avg_int_of_nei_vox
12931,112,132,41,17,19.8235294118,-2.82352941176,717.0,704.352941176,12.6470588235
12932,112,133,38,17,20.4705882353,-3.47058823529,689.0,688.117647059,0.882352941176
12933,112,133,39,26,21.3846153846,4.61538461538,670.0,701.961538462,-31.9615384615
12934,112,133,40,26,21.1538461538,4.84615384615,729.0,694.192307692,34.8076923077
12935,112,133,41,17,19.9411764706,-2.94117647059,675.0,704.058823529,-29.0588235294
12936,112,134,38,16,21.1875,-5.1875,686.0,672.6875,13.3125
12937,112,134,39,25,21.92,3.08,703.0,692.28,10.72
12938,112,134,40,26,21.3076923077,4.69230769231,762.0,683.230769231,78.7692307692
12939,112,134,41,17,19.9411764706,-2.94117647059,687.0,693.352941176,-6.35294117647
12940,112,135,38,15,21.3333333333,-6.33333333333,656.0,675.133333333,-19.1333333333
12941,112,135,39,24,21.7083333333,2.29166666667,705.0,696.25,8.75
12942,112,135,40,25,21.04,3.96,756.0,688.28,67.72
12943,112,135,41,16,19.5625,-3.5625,648.0,695.3125,-47.3125
12944,112,136,38,15,21.1333333333,-6.13333333333,633.0,673.066666667,-40.0666666667
12945,112,136,39,24,20.9166666667,3.08333333333,713.0,695.083333333,17.9166666667
12946,112,136,40,23,20.7391304348,2.26086956522,753.0,693.304347826,59.6956521739
12947,112,136,41,14,18.9285714286,-4.92857142857,600.0,707.5,-107.5
12948,112,137,38,16,20.5,-4.5,659.0,666.125,-7.125
12949,112,137,39,25,19.52,5.48,700.0,694.76,5.24
12950,112,137,40,20,20.4,-0.4,762.0,703.7,58.3
12951,112,138,38,16,19.3125,-3.3125,634.0,662.5,-28.5
12952,112,138,39,25,17.52,7.48,687.0,685.76,1.24
12953,112,138,40,17,19.0588235294,-2.05882352941,788.0,698.235294118,89.7647058824
12954,112,139,28,1,1.0,0.0,744.0,674.0,70.0
12955,112,139,38,14,17.2142857143,-3.21428571429,658.0,654.5,3.5
12956,112,139,39,21,15.4285714286,5.57142857143,632.0,673.857142857,-41.8571428571
12957,112,139,40,12,17.75,-5.75,709.0,686.166666667,22.8333333333
12958,112,140,23,4,4.5,-0.5,669.0,703.75,-34.75
12959,112,140,38,11,14.0,-3.0,660.0,641.727272727,18.2727272727
12960,112,141,23,5,3.4,1.6,736.0,710.6,25.4
12961,112,141,38,9,10.8888888889,-1.88888888889,608.0,634.888888889,-26.8888888889
12962,112,142,38,9,11.2222222222,-2.22222222222,632.0,635.666666667,-3.66666666667
12963,112,143,38,12,13.4166666667,-1.41666666667,694.0,643.166666667,50.8333333333
12964,112,144,24,4,3.75,0.25,665.0,779.5,-114.5
12965,112,144,38,14,15.0714285714,-1.07142857143,711.0,652.571428571,58.4285714286
12966,112,144,39,17,14.1764705882,2.82352941176,586.0,652.882352941,-66.8823529412
12967,112,145,24,3,4.0,-1.0,828.0,751.666666667,76.3333333333
12968,112,145,38,15,14.6,0.4,698.0,656.066666667,41.9333333333
12969,112,145,39,17,14.1764705882,2.82352941176,597.0,658.058823529,-61.0588235294
12970,112,146,21,2,3.5,-1.5,672.0,747.5,-75.5
12971,112,146,38,12,13.1666666667,-1.16666666667,723.0,665.5,57.5
12972,112,146,39,13,12.9230769231,0.0769230769231,592.0,672.076923077,-80.0769230769
12973,112,147,38,9,10.1111111111,-1.11111111111,715.0,659.222222222,55.7777777778
12974,112,148,24,1,1.0,0.0,863.0,771.0,92.0
12975,112,148,38,6,8.83333333333,-2.83333333333,625.0,655.5,-30.5
12976,112,150,22,3,4.66666666667,-1.66666666667,769.0,733.666666667,35.3333333333
12977,112,150,37,7,9.85714285714,-2.85714285714,649.0,632.857142857,16.1428571429
12978,112,151,22,6,4.5,1.5,702.0,729.333333333,-27.3333333333
12979,112,151,37,8,9.25,-1.25,633.0,656.125,-23.125
12980,112,152,22,7,4.42857142857,2.57142857143,687.0,705.571428571,-18.5714285714
12981,112,152,37,9,9.77777777778,-0.777777777778,676.0,673.444444444,2.55555555556
12982,112,153,22,4,5.0,-1.0,656.0,692.25,-36.25
12983,112,153,37,10,10.6,-0.6,710.0,683.7,26.3
12984,112,154,37,10,10.6,-0.6,716.0,682.1,33.9
12985,112,155,37,9,9.66666666667,-0.666666666667,688.0,673.111111111,14.8888888889
12986,112,156,37,8,9.875,-1.875,661.0,688.0,-27.0
12987,112,157,37,10,10.6,-0.6,651.0,692.6,-41.6
12988,112,158,22,2,2.5,-0.5,736.0,642.5,93.5
12989,112,158,36,11,12.0,-1.0,710.0,698.090909091,11.9090909091
12990,112,158,37,11,12.0,-1.0,581.0,709.818181818,-128.818181818
12991,112,159,36,12,11.9166666667,0.0833333333333,736.0,682.583333333,53.4166666667
12992,112,160,36,11,12.1818181818,-1.18181818182,720.0,671.0,49.0
12993,112,161,36,11,11.8181818182,-0.818181818182,692.0,651.363636364,40.6363636364
12994,112,162,21,1,2.0,-1.0,696.0,717.0,-21.0
12995,112,162,36,11,11.7272727273,-0.727272727273,660.0,638.909090909,21.0909090909
12996,112,163,21,2,1.5,0.5,717.0,697.5,19.5
12997,112,163,36,11,11.8181818182,-0.818181818182,644.0,640.636363636,3.36363636364
12998,112,164,21,2,2.0,0.0,699.0,732.0,-33.0
12999,112,164,36,12,12.5833333333,-0.583333333333,690.0,658.666666667,31.3333333333
13000,112,165,21,2,3.0,-1.0,747.0,653.5,93.5
13001,112,165,35,13,13.2307692308,-0.230769230769,676.0,677.153846154,-1.15384615385
13002,112,165,36,15,13.0,2.0,716.0,660.466666667,55.5333333333
13003,112,166,35,13,14.2307692308,-1.23076923077,682.0,676.076923077,5.92307692308
13004,112,166,36,15,13.8,1.2,661.0,664.933333333,-3.93333333333
13005,112,167,35,12,13.6666666667,-1.66666666667,676.0,670.833333333,5.16666666667
13006,112,168,21,6,7.5,-1.5,751.0,722.333333333,28.6666666667
13007,112,168,35,9,14.6666666667,-5.66666666667,671.0,672.555555556,-1.55555555556
13008,112,169,21,5,7.6,-2.6,797.0,693.8,103.2
13009,112,169,35,11,13.0,-2.0,648.0,665.090909091,-17.0909090909
13010,112,170,34,9,11.0,-2.0,713.0,676.333333333,36.6666666667
13011,112,170,35,12,12.4166666667,-0.416666666667,614.0,675.833333333,-61.8333333333
13012,112,171,21,2,4.0,-2.0,755.0,674.0,81.0
13013,112,171,34,9,9.66666666667,-0.666666666667,760.0,665.666666667,94.3333333333
13014,112,172,21,2,2.0,0.0,702.0,724.0,-22.0
13015,112,172,34,6,10.1666666667,-4.16666666667,649.0,678.333333333,-29.3333333333
13016,112,173,21,2,2.0,0.0,693.0,701.0,-8.0
13017,112,174,21,2,1.5,0.5,700.0,687.5,12.5
13018,112,175,21,1,2.0,-1.0,682.0,700.0,-18.0
13019,112,175,34,9,14.3333333333,-5.33333333333,614.0,663.666666667,-49.6666666667
13020,112,176,33,11,13.4545454545,-2.45454545455,653.0,652.454545455,0.545454545455
13021,112,176,34,14,14.3571428571,-0.357142857143,677.0,653.142857143,23.8571428571
13022,112,176,37,6,13.0,-7.0,580.0,677.666666667,-97.6666666667
13023,112,177,34,18,15.2222222222,2.77777777778,675.0,660.944444444,14.0555555556
13024,112,177,37,6,12.3333333333,-6.33333333333,572.0,684.0,-112.0
13025,112,178,33,17,14.8823529412,2.11764705882,651.0,670.647058824,-19.6470588235
13026,112,178,34,18,15.8333333333,2.16666666667,701.0,665.666666667,35.3333333333
13027,112,179,32,12,12.5833333333,-0.583333333333,641.0,675.416666667,-34.4166666667
13028,112,179,33,14,14.7857142857,-0.785714285714,726.0,669.0,57.0
13029,112,179,34,14,15.9285714286,-1.92857142857,675.0,675.142857143,-0.142857142857
13030,112,180,31,11,11.0,0.0,628.0,650.181818182,-22.1818181818
13031,112,181,22,0,,,719.0,,
13032,112,181,31,12,11.4166666667,0.583333333333,595.0,639.166666667,-44.1666666667
13033,112,181,32,13,11.3846153846,1.61538461538,645.0,636.692307692,8.30769230769
13034,112,182,31,11,11.0,0.0,615.0,633.090909091,-18.0909090909
13035,112,183,20,3,3.66666666667,-0.666666666667,585.0,674.666666667,-89.6666666667
13036,112,183,22,1,2.0,-1.0,663.0,637.0,26.0
13037,112,183,31,8,10.0,-2.0,616.0,638.375,-22.375
13038,112,184,19,4,3.0,1.0,677.0,661.75,15.25
13039,112,184,20,4,3.0,1.0,665.0,664.75,0.25
13040,112,184,22,2,2.0,0.0,637.0,646.5,-9.5
13041,112,184,28,11,12.0,-1.0,691.0,712.545454545,-21.5454545455
13042,112,184,31,7,8.71428571429,-1.71428571429,638.0,654.428571429,-16.4285714286
13043,112,185,19,2,4.0,-2.0,715.0,671.0,44.0
13044,112,185,22,3,3.0,0.0,630.0,566.666666667,63.3333333333
13045,112,185,27,12,12.3333333333,-0.333333333333,768.0,715.0,53.0
13046,112,185,28,12,12.3333333333,-0.333333333333,730.0,718.166666667,11.8333333333
13047,112,185,30,8,9.375,-1.375,695.0,671.125,23.875
13048,112,186,22,4,5.0,-1.0,606.0,594.0,12.0
13049,112,186,27,12,13.25,-1.25,757.0,720.666666667,36.3333333333
13050,112,186,28,15,13.8,1.2,767.0,700.666666667,66.3333333333
13051,112,186,30,10,12.0,-2.0,732.0,661.2,70.8
13052,112,187,22,5,6.4,-1.4,582.0,580.4,1.6
13053,112,187,27,11,15.1818181818,-4.18181818182,642.0,714.181818182,-72.1818181818
13054,112,187,28,17,15.5294117647,1.47058823529,684.0,688.470588235,-4.47058823529
13055,112,187,29,17,15.1764705882,1.82352941176,613.0,687.0,-74.0
13056,112,187,30,10,14.6,-4.6,638.0,669.3,-31.3
13057,112,188,22,6,6.66666666667,-0.666666666667,543.0,613.333333333,-70.3333333333
13058,112,188,25,6,8.33333333333,-2.33333333333,796.0,698.166666667,97.8333333333
13059,112,188,28,18,16.1111111111,1.88888888889,644.0,687.388888889,-43.3888888889
13060,112,188,29,17,16.2941176471,0.705882352941,694.0,676.705882353,17.2941176471
13061,112,189,21,3,4.66666666667,-1.66666666667,542.0,552.666666667,-10.6666666667
13062,112,189,22,5,6.0,-1.0,543.0,592.6,-49.6
13063,112,189,23,8,7.125,0.875,717.0,657.125,59.875
13064,112,189,24,8,7.375,0.625,750.0,692.5,57.5
13065,112,189,28,16,15.0625,0.9375,686.0,683.25,2.75
13066,112,189,29,15,15.2666666667,-0.266666666667,716.0,680.266666667,35.7333333333
13067,112,190,17,3,2.33333333333,0.666666666667,528.0,568.333333333,-40.3333333333
13068,112,190,21,3,3.33333333333,-0.333333333333,572.0,568.0,4.0
13069,112,190,24,6,6.5,-0.5,665.0,725.833333333,-60.8333333333
13070,112,190,28,11,13.1818181818,-2.18181818182,693.0,679.090909091,13.9090909091
13071,112,190,29,11,13.1818181818,-2.18181818182,653.0,682.727272727,-29.7272727273
13072,112,191,17,3,3.0,0.0,532.0,535.333333333,-3.33333333333
13073,112,191,21,2,4.0,-2.0,619.0,671.0,-52.0
13074,112,191,29,7,10.8571428571,-3.85714285714,598.0,675.857142857,-77.8571428571
13075,112,191,35,7,9.57142857143,-2.57142857143,637.0,651.142857143,-14.1428571429
13076,112,192,35,9,8.22222222222,0.777777777778,682.0,647.888888889,34.1111111111
13077,112,193,35,7,7.14285714286,-0.142857142857,661.0,653.285714286,7.71428571429
13078,112,195,22,6,3.66666666667,2.33333333333,485.0,626.0,-141.0
13079,112,198,19,3,4.0,-1.0,644.0,587.666666667,56.3333333333
13080,112,199,28,3,4.33333333333,-1.33333333333,673.0,627.333333333,45.6666666667
13081,112,200,20,6,10.3333333333,-4.33333333333,563.0,635.166666667,-72.1666666667
13082,112,200,21,12,9.33333333333,2.66666666667,761.0,587.333333333,173.666666667
13083,112,200,22,10,10.2,-0.2,559.0,606.6,-47.6
13084,112,200,28,6,4.33333333333,1.66666666667,662.0,620.5,41.5
13085,112,201,21,13,9.76923076923,3.23076923077,693.0,592.769230769,100.230769231
13086,112,201,22,11,10.6363636364,0.363636363636,570.0,604.090909091,-34.0909090909
13087,112,201,28,6,4.16666666667,1.83333333333,595.0,615.5,-20.5
13088,112,202,21,10,9.8,0.2,590.0,593.3,-3.3
13089,112,202,24,2,5.0,-3.0,610.0,563.5,46.5
13090,112,203,19,1,1.0,0.0,698.0,643.0,55.0
13091,112,203,21,6,8.66666666667,-2.66666666667,558.0,574.833333333,-16.8333333333
13092,112,204,21,3,8.66666666667,-5.66666666667,493.0,585.666666667,-92.6666666667
13093,113,66,31,10,13.4,-3.4,668.0,695.4,-27.4
13094,113,66,32,10,13.4,-3.4,645.0,697.7,-52.7
13095,113,67,31,15,14.7333333333,0.266666666667,752.0,713.666666667,38.3333333333
13096,113,67,32,15,14.7333333333,0.266666666667,714.0,716.2,-2.2
13097,113,68,31,17,16.0588235294,0.941176470588,775.0,731.176470588,43.8235294118
13098,113,68,32,17,16.0588235294,0.941176470588,748.0,732.764705882,15.2352941176
13099,113,69,31,17,16.5882352941,0.411764705882,754.0,729.176470588,24.8235294118
13100,113,69,32,17,16.5882352941,0.411764705882,728.0,730.705882353,-2.70588235294
13101,113,70,31,17,16.8823529412,0.117647058824,727.0,698.529411765,28.4705882353
13102,113,70,32,15,17.5333333333,-2.53333333333,672.0,711.6,-39.6
13103,113,71,30,13,18.3076923077,-5.30769230769,656.0,673.230769231,-17.2307692308
13104,113,71,31,20,17.9,2.1,664.0,672.65,-8.65
13105,113,72,30,16,19.4375,-3.4375,648.0,681.875,-33.875
13106,113,72,31,23,20.0434782609,2.95652173913,696.0,671.47826087,24.5217391304
13107,113,72,32,21,21.4761904762,-0.47619047619,655.0,676.619047619,-21.619047619
13108,113,72,33,16,18.625,-2.625,630.0,655.125,-25.125
13109,113,72,34,9,16.4444444444,-7.44444444444,657.0,652.555555556,4.44444444444
13110,113,73,30,17,20.6470588235,-3.64705882353,656.0,709.705882353,-53.7058823529
13111,113,73,31,26,21.4230769231,4.57692307692,782.0,686.5,95.5
13112,113,73,32,26,22.6923076923,3.30769230769,655.0,686.115384615,-31.1153846154
13113,113,73,33,23,19.7826086957,3.21739130435,643.0,654.695652174,-11.6956521739
13114,113,73,34,14,17.7857142857,-3.78571428571,673.0,651.285714286,21.7142857143
13115,113,73,36,2,7.5,-5.5,571.0,619.0,-48.0
13116,113,74,30,17,21.5294117647,-4.52941176471,680.0,736.0,-56.0
13117,113,74,31,26,22.6153846154,3.38461538462,794.0,710.884615385,83.1153846154
13118,113,74,32,26,24.8076923077,1.19230769231,670.0,699.846153846,-29.8461538462
13119,113,74,33,24,22.6666666667,1.33333333333,635.0,657.041666667,-22.0416666667
13120,113,74,34,18,20.6666666667,-2.66666666667,673.0,637.388888889,35.6111111111
13121,113,74,36,7,12.4285714286,-5.42857142857,623.0,626.285714286,-3.28571428571
13122,113,75,30,17,21.6470588235,-4.64705882353,705.0,748.588235294,-43.5882352941
13123,113,75,31,26,22.7692307692,3.23076923077,800.0,726.5,73.5
13124,113,75,32,26,25.2692307692,0.730769230769,719.0,699.923076923,19.0769230769
13125,113,75,33,25,23.88,1.12,605.0,648.24,-43.24
13126,113,75,34,22,21.9545454545,0.0454545454545,655.0,626.863636364,28.1363636364
13127,113,75,35,19,17.8421052632,1.15789473684,617.0,647.421052632,-30.4210526316
13128,113,75,36,11,15.9090909091,-4.90909090909,679.0,653.454545455,25.5454545455
13129,113,76,30,17,21.1764705882,-4.17647058824,732.0,771.882352941,-39.8823529412
13130,113,76,31,26,22.3461538462,3.65384615385,798.0,750.5,47.5
13131,113,76,32,26,25.1538461538,0.846153846154,736.0,712.230769231,23.7692307692
13132,113,76,33,25,24.4,0.6,604.0,649.28,-45.28
13133,113,76,34,25,22.28,2.72,583.0,633.32,-50.32
13134,113,76,35,22,19.1818181818,2.81818181818,699.0,643.772727273,55.2272727273
13135,113,76,36,14,17.6428571429,-3.64285714286,655.0,672.571428571,-17.5714285714
13136,113,77,30,15,20.0666666667,-5.06666666667,821.0,799.0,22.0
13137,113,77,31,24,21.0833333333,2.91666666667,823.0,776.583333333,46.4166666667
13138,113,77,32,25,23.72,1.28,751.0,735.4,15.6
13139,113,77,33,25,23.96,1.04,688.0,668.04,19.96
13140,113,77,35,21,20.7142857143,0.285714285714,721.0,651.047619048,69.9523809524
13141,113,77,36,13,19.1538461538,-6.15384615385,613.0,695.615384615,-82.6153846154
13142,113,78,30,14,17.9285714286,-3.92857142857,897.0,830.714285714,66.2857142857
13143,113,78,31,20,19.35,0.65,861.0,812.2,48.8
13144,113,78,32,21,22.1428571429,-1.14285714286,753.0,760.285714286,-7.28571428571
13145,113,78,33,23,23.0,0.0,755.0,698.608695652,56.3913043478
13146,113,78,34,25,22.4,2.6,619.0,696.48,-77.48
13147,113,78,35,21,20.9047619048,0.0952380952381,724.0,673.666666667,50.3333333333
13148,113,79,30,15,15.4666666667,-0.466666666667,884.0,821.8,62.2
13149,113,79,33,20,21.7,-1.7,703.0,726.35,-23.35
13150,113,79,34,25,21.76,3.24,696.0,725.32,-29.32
13151,113,79,35,23,21.2173913043,1.78260869565,777.0,698.0,79.0
13152,113,79,36,14,20.3571428571,-6.35714285714,586.0,714.428571429,-128.428571429
13153,113,80,29,13,14.7692307692,-1.76923076923,707.0,809.153846154,-102.153846154
13154,113,80,30,16,14.75,1.25,875.0,803.875,71.125
13155,113,80,33,14,20.4285714286,-6.42857142857,757.0,745.428571429,11.5714285714
13156,113,80,34,22,20.7727272727,1.22727272727,726.0,753.545454545,-27.5454545455
13157,113,80,35,24,20.9166666667,3.08333333333,792.0,716.375,75.625
13158,113,80,36,19,20.3684210526,-1.36842105263,642.0,704.736842105,-62.7368421053
13159,113,80,38,6,14.3333333333,-8.33333333333,632.0,665.166666667,-33.1666666667
13160,113,81,29,14,14.2142857143,-0.214285714286,781.0,792.142857143,-11.1428571429
13161,113,81,34,16,20.1875,-4.1875,816.0,761.125,54.875
13162,113,81,35,22,21.2272727273,0.772727272727,785.0,718.909090909,66.0909090909
13163,113,81,36,23,21.1304347826,1.86956521739,624.0,707.869565217,-83.8695652174
13164,113,81,37,20,18.35,1.65,688.0,669.65,18.35
13165,113,81,38,11,16.3636363636,-5.36363636364,665.0,685.454545455,-20.4545454545
13166,113,82,29,12,14.3333333333,-2.33333333333,837.0,806.583333333,30.4166666667
13167,113,82,35,19,21.6315789474,-2.63157894737,765.0,719.105263158,45.8947368421
13168,113,82,36,26,21.5769230769,4.42307692308,666.0,712.076923077,-46.0769230769
13169,113,82,37,24,20.6666666667,3.33333333333,718.0,694.083333333,23.9166666667
13170,113,82,38,16,18.4375,-2.4375,718.0,710.25,7.75
13171,113,83,29,13,13.9230769231,-0.923076923077,895.0,809.615384615,85.3846153846
13172,113,83,35,17,22.0,-5.0,759.0,715.235294118,43.7647058824
13173,113,83,36,26,22.2692307692,3.73076923077,686.0,723.5,-37.5
13174,113,83,37,25,22.36,2.64,754.0,716.44,37.56
13175,113,83,38,18,19.8333333333,-1.83333333333,805.0,728.555555556,76.4444444444
13176,113,84,28,13,14.4615384615,-1.46153846154,668.0,830.384615385,-162.384615385
13177,113,84,29,13,14.4615384615,-1.46153846154,886.0,813.615384615,72.3846153846
13178,113,84,35,17,21.2941176471,-4.29411764706,743.0,728.176470588,14.8235294118
13179,113,84,36,26,22.1153846154,3.88461538462,676.0,733.5,-57.5
13180,113,84,37,26,22.6923076923,3.30769230769,763.0,717.615384615,45.3846153846
13181,113,84,38,20,19.95,0.05,786.0,726.5,59.5
13182,113,85,28,14,13.0714285714,0.928571428571,748.0,794.928571429,-46.9285714286
13183,113,85,29,14,13.0714285714,0.928571428571,830.0,789.071428571,40.9285714286
13184,113,85,35,16,20.6875,-4.6875,802.0,733.6875,68.3125
13185,113,85,36,25,21.88,3.12,673.0,738.0,-65.0
13186,113,85,37,26,22.6538461538,3.34615384615,740.0,715.076923077,24.9230769231
13187,113,85,38,20,20.45,-0.45,709.0,724.1,-15.1
13188,113,86,28,10,12.5,-2.5,767.0,765.3,1.7
13189,113,86,29,10,12.5,-2.5,718.0,770.2,-52.2
13190,113,86,35,14,20.0,-6.0,817.0,747.857142857,69.1428571429
13191,113,86,36,23,21.4782608696,1.52173913043,698.0,748.608695652,-50.6086956522
13192,113,86,37,26,21.9615384615,4.03846153846,745.0,722.884615385,22.1153846154
13193,113,86,38,20,20.45,-0.45,735.0,725.85,9.15
13194,113,87,36,20,20.9,-0.9,745.0,753.15,-8.15
13195,113,87,37,25,21.32,3.68,766.0,730.4,35.6
13196,113,87,38,20,20.5,-0.5,756.0,735.15,20.85
13197,113,88,36,16,20.5,-4.5,706.0,758.1875,-52.1875
13198,113,88,37,23,20.8695652174,2.13043478261,755.0,738.130434783,16.8695652174
13199,113,88,38,21,20.0952380952,0.904761904762,707.0,748.714285714,-41.7142857143
13200,113,89,37,20,20.85,-0.85,752.0,739.35,12.65
13201,113,89,38,22,19.7272727273,2.27272727273,744.0,753.227272727,-9.22727272727
13202,113,89,39,13,19.8461538462,-6.84615384615,703.0,758.846153846,-55.8461538462
13203,113,90,37,18,20.8888888889,-2.88888888889,736.0,747.333333333,-11.3333333333
13204,113,90,38,23,19.3043478261,3.69565217391,806.0,749.739130435,56.2608695652
13205,113,90,39,14,20.1428571429,-6.14285714286,740.0,757.571428571,-17.5714285714
13206,113,91,30,0,,,604.0,,
13207,113,91,37,17,21.0588235294,-4.05882352941,742.0,733.176470588,8.82352941176
13208,113,91,38,23,19.3913043478,3.60869565217,779.0,733.0,46.0
13209,113,91,39,14,20.8571428571,-6.85714285714,681.0,733.5,-52.5
13210,113,92,37,17,21.1764705882,-4.17647058824,749.0,719.705882353,29.2941176471
13211,113,92,38,24,19.3333333333,4.66666666667,656.0,718.458333333,-62.4583333333
13212,113,92,39,15,20.9333333333,-5.93333333333,676.0,693.133333333,-17.1333333333
13213,113,93,37,17,21.2941176471,-4.29411764706,799.0,713.176470588,85.8235294118
13214,113,93,38,25,19.36,5.64,649.0,711.64,-62.64
13215,113,93,39,16,21.125,-5.125,681.0,673.8125,7.1875
13216,113,94,37,17,20.9411764706,-3.94117647059,806.0,715.117647059,90.8823529412
13217,113,94,38,26,19.0384615385,6.96153846154,670.0,712.730769231,-42.7307692308
13218,113,94,39,17,20.8823529412,-3.88235294118,686.0,679.058823529,6.94117647059
13219,113,95,37,16,20.0625,-4.0625,724.0,717.875,6.125
13220,113,95,38,25,18.4,6.6,664.0,710.84,-46.84
13221,113,95,39,17,20.1764705882,-3.17647058824,724.0,678.823529412,45.1764705882
13222,113,96,37,13,19.6923076923,-6.69230769231,761.0,700.846153846,60.1538461538
13223,113,96,38,21,18.0476190476,2.95238095238,676.0,698.095238095,-22.0952380952
13224,113,96,39,16,19.3125,-3.3125,695.0,678.625,16.375
13225,113,97,38,19,17.1052631579,1.89473684211,696.0,695.157894737,0.842105263158
13226,113,97,39,16,18.0,-2.0,637.0,680.0625,-43.0625
13227,113,98,38,17,17.4705882353,-0.470588235294,744.0,700.705882353,43.2941176471
13228,113,98,39,16,17.875,-1.875,646.0,698.875,-52.875
13229,113,99,38,18,17.6111111111,0.388888888889,786.0,708.388888889,77.6111111111
13230,113,99,39,17,18.0,-1.0,679.0,707.647058824,-28.6470588235
13231,113,100,38,18,18.2222222222,-0.222222222222,701.0,724.444444444,-23.4444444444
13232,113,100,39,18,18.3333333333,-0.333333333333,694.0,715.444444444,-21.4444444444
13233,113,101,38,17,19.0,-2.0,709.0,727.176470588,-18.1764705882
13234,113,101,39,19,18.5789473684,0.421052631579,728.0,710.368421053,17.6315789474
13235,113,102,38,17,19.0588235294,-2.05882352941,798.0,732.941176471,65.0588235294
13236,113,102,39,22,18.0454545455,3.95454545455,715.0,707.590909091,7.40909090909
13237,113,102,40,14,19.0714285714,-5.07142857143,635.0,685.214285714,-50.2142857143
13238,113,103,38,15,19.6,-4.6,803.0,732.0,71.0
13239,113,103,39,23,17.7391304348,5.26086956522,681.0,700.739130435,-19.7391304348
13240,113,103,40,16,18.8125,-2.8125,610.0,673.1875,-63.1875
13241,113,104,38,14,18.2142857143,-4.21428571429,781.0,721.785714286,59.2142857143
13242,113,104,39,22,16.5909090909,5.40909090909,715.0,684.136363636,30.8636363636
13243,113,104,40,16,17.625,-1.625,584.0,660.0,-76.0
13244,113,105,39,17,14.8823529412,2.11764705882,707.0,656.470588235,50.5294117647
13245,113,106,39,10,12.5,-2.5,651.0,636.7,14.3
13246,113,107,39,4,10.5,-6.5,623.0,600.5,22.5
13247,113,111,22,1,1.0,0.0,730.0,707.0,23.0
13248,113,112,22,1,1.0,0.0,707.0,730.0,-23.0
13249,113,112,32,0,,,698.0,,
13250,113,114,39,9,12.7777777778,-3.77777777778,586.0,624.0,-38.0
13251,113,114,40,9,12.7777777778,-3.77777777778,581.0,624.555555556,-43.5555555556
13252,113,115,39,14,12.5,1.5,664.0,626.0,38.0
13253,113,115,40,14,12.5,1.5,620.0,629.142857143,-9.14285714286
13254,113,116,22,2,2.0,0.0,664.0,772.0,-108.0
13255,113,116,39,12,13.75,-1.75,686.0,641.083333333,44.9166666667
13256,113,116,40,12,13.75,-1.75,608.0,647.583333333,-39.5833333333
13257,113,117,39,10,11.8,-1.8,673.0,643.9,29.1
13258,113,118,39,8,10.625,-2.625,659.0,648.875,10.125
13259,113,119,31,3,4.33333333333,-1.33333333333,663.0,801.0,-138.0
13260,113,119,39,10,10.6,-0.6,653.0,645.1,7.9
13261,113,120,21,5,3.6,1.4,672.0,689.2,-17.2
13262,113,120,31,4,3.5,0.5,746.0,764.5,-18.5
13263,113,120,39,13,12.7692307692,0.230769230769,687.0,637.461538462,49.5384615385
13264,113,120,40,13,12.7692307692,0.230769230769,580.0,645.692307692,-65.6923076923
13265,113,121,21,4,4.0,0.0,722.0,706.0,16.0
13266,113,121,31,2,4.5,-2.5,738.0,793.5,-55.5
13267,113,121,39,16,14.1875,1.8125,711.0,637.0,74.0
13268,113,121,40,16,14.1875,1.8125,594.0,644.3125,-50.3125
13269,113,122,21,4,4.5,-0.5,754.0,672.0,82.0
13270,113,122,39,17,15.3529411765,1.64705882353,707.0,638.352941176,68.6470588235
13271,113,122,40,17,15.3529411765,1.64705882353,608.0,644.176470588,-36.1764705882
13272,113,123,21,4,5.5,-1.5,720.0,689.75,30.25
13273,113,123,39,17,15.8235294118,1.17647058824,660.0,636.705882353,23.2941176471
13274,113,123,40,17,15.8235294118,1.17647058824,626.0,638.705882353,-12.7058823529
13275,113,124,21,4,6.25,-2.25,692.0,692.0,0.0
13276,113,124,39,17,15.9411764706,1.05882352941,624.0,622.647058824,1.35294117647
13277,113,124,40,17,15.9411764706,1.05882352941,634.0,622.058823529,11.9411764706
13278,113,125,39,17,15.8235294118,1.17647058824,623.0,620.117647059,2.88235294118
13279,113,125,40,17,15.8235294118,1.17647058824,578.0,622.764705882,-44.7647058824
13280,113,126,39,17,15.7647058824,1.23529411765,670.0,635.235294118,34.7647058824
13281,113,126,40,17,15.7647058824,1.23529411765,602.0,639.235294118,-37.2352941176
13282,113,127,39,17,15.7647058824,1.23529411765,726.0,658.294117647,67.7058823529
13283,113,127,40,17,15.7647058824,1.23529411765,659.0,662.235294118,-3.23529411765
13284,113,128,39,16,16.3125,-0.3125,755.0,679.6875,75.3125
13285,113,128,40,17,15.8235294118,1.17647058824,629.0,681.764705882,-52.7647058824
13286,113,129,39,15,17.0666666667,-2.06666666667,755.0,701.133333333,53.8666666667
13287,113,129,40,18,16.0,2.0,573.0,696.222222222,-123.222222222
13288,113,129,41,9,17.5555555556,-8.55555555556,589.0,630.222222222,-41.2222222222
13289,113,130,39,15,17.6,-2.6,807.0,719.2,87.8
13290,113,130,40,18,17.0,1.0,600.0,707.166666667,-107.166666667
